id;nama;divisi;jabatan;ipk
228;lina;Divisi Acara;Staff;3.25
229;erlina;Divisi Acara;Staff;3.0
230;ikhsan;Divisi Acara;Staff;3.18
231;tarigan;Divisi Acara;Staff;3.71
232;yuniarti;Divisi Acara;Staff;3.99
233;adi;Divisi Acara;Staff;2.83
234;husnul;Divisi Acara;Staff;2.66
235;mulia;Divisi Acara;Staff;2.63
236;yuliana;Divisi Acara;Staff;3.21
237;helmi;Divisi Acara;Staff;3.02
238;henry;Divisi Acara;Staff;3.27
239;setia;Divisi Acara;Staff;2.86
240;sakti;Divisi Acara;Staff;2.75
241;widi;Divisi Acara;Staff;3.89
242;yusuf;Divisi Acara;Staff;2.83
243;setyaningsih;Divisi Acara;Staff;3.71
244;hanna;Divisi Acara;Staff;3.62
245;pramono;Divisi Acara;Staff;3.4
246;rizka;Divisi Acara;Staff;3.96
247;ridho;Divisi Acara;Staff;2.75
248;diah;Divisi Acara;Staff;2.63
249;vina;Divisi Acara;Staff;2.74
250;setiadi;Divisi Acara;Staff;3.25
251;fuad;Divisi Acara;Staff;2.76
252;ajeng;Divisi Acara;Staff;3.76
253;ratnawati;Divisi Acara;Staff;2.53
254;bima;Divisi Acara;Staff;3.17
255;syamsul;Divisi Acara;Staff;3.26
256;yohanes;Divisi Acara;Staff;2.79
257;oktarina;Divisi Acara;Staff;3.34
258;farida;Divisi Acara;Staff;3.69
259;mita;Divisi Acara;Staff;3.47
260;widhi;Divisi Acara;Staff;3.04
261;hendra;Divisi Acara;Staff;3.0
262;nasution;Divisi Acara;Staff;3.15
263;ramadhani;Divisi Acara;Staff;2.66
264;irwan;Divisi Acara;Staff;2.99
265;lestari;Divisi Acara;Staff;3.46
266;angelina;Divisi Acara;Staff;3.62
267;ferry;Divisi Acara;Staff;2.68
268;devy;Divisi Acara;Staff;3.46
269;annisa;Divisi Acara;Staff;3.62
270;anton;Divisi Acara;Staff;3.02
271;wirawan;Divisi Acara;Staff;2.94
272;debora;Divisi Acara;Staff;2.99
273;dhani;Divisi Acara;Staff;3.46
274;betty;Divisi Acara;Staff;3.14
275;anindita;Divisi Acara;Staff;3.02
276;ario;Divisi Acara;Staff;2.69
277;hendy;Divisi Acara;Staff;2.61
278;damayanti;Divisi Acara;Staff;3.69
279;esti;Divisi Acara;Staff;3.88
280;elly;Divisi Humas;Ketua Divisi;3.12
281;utama;Divisi Humas;Staff;3.57
282;miftahul;Divisi Humas;Staff;3.09
283;emy;Divisi Humas;Staff;2.62
284;olivia;Divisi Humas;Staff;2.88
285;pramita;Divisi Humas;Staff;3.72
286;mega;Divisi Humas;Staff;3.03
287;jati;Divisi Humas;Staff;3.26
288;rita;Divisi Humas;Staff;3.07
289;theresia;Divisi Humas;Staff;2.62
290;arini;Divisi Humas;Staff;3.51
291;hanum;Divisi Humas;Staff;3.17
292;oktaviana;Divisi Humas;Staff;3.46
293;taufik;Divisi Humas;Staff;2.6
294;ratna;Divisi Humas;Staff;3.33
295;tanjung;Divisi Humas;Staff;3.59
296;evy;Divisi Humas;Staff;3.18
297;cinta;Divisi Humas;Staff;2.54
298;elfrida;Divisi Humas;Staff;2.88
299;utami;Divisi Humas;Staff;3.73
300;kartika;Divisi Humas;Staff;3.53
301;seto;Divisi Humas;Staff;2.52
302;piter;Divisi Humas;Staff;3.69
303;wenny;Divisi Humas;Staff;3.71
304;andrian;Divisi Humas;Staff;3.99
305;dicky;Divisi Humas;Staff;3.09
306;suci;Divisi Humas;Staff;3.86
307;aji;Divisi Humas;Staff;3.92
308;marlina;Divisi Humas;Staff;3.96
309;ariyanto;Divisi Humas;Staff;3.63
310;siti;Divisi Humas;Staff;3.89
311;andre;Divisi Humas;Staff;3.42
312;kurniasih;Divisi Humas;Staff;2.93
313;nadia;Divisi Humas;Staff;2.67
314;rini;Divisi Humas;Staff;3.32
315;julianti;Divisi Humas;Staff;2.58
316;kurniawan;Divisi Humas;Staff;3.39
317;diana;Divisi Humas;Staff;3.93
318;fransiska;Divisi Humas;Staff;3.75
319;gede;Divisi Humas;Staff;2.77
320;isnaini;Divisi Humas;Staff;3.11
321;wuri;Divisi Humas;Staff;2.65
322;edwin;Divisi Humas;Staff;2.76
323;permata;Divisi Humas;Staff;3.07
324;gina;Divisi Humas;Staff;2.64
325;mochamad;Divisi Humas;Staff;2.62
326;sofia;Divisi Humas;Staff;2.91
327;andreas;Divisi Humas;Staff;2.73
328;jaya;Divisi Humas;Staff;3.82
329;vidya;Divisi Humas;Staff;2.61
330;suryadi;Divisi Humas;Staff;2.71
331;hutabarat;Divisi Humas;Staff;3.72
332;andriyani;Divisi Humas;Staff;3.42
333;murti;Divisi Humas;Staff;3.72
334;nila;Divisi Humas;Staff;3.12
335;fitriana;Divisi Humas;Staff;3.66
336;istiqomah;Divisi Humas;Staff;2.6
337;sapto;Divisi Humas;Staff;3.59
338;mutiara;Divisi Humas;Staff;3.53
339;risma;Divisi Humas;Staff;2.82
340;agustin;Divisi Humas;Staff;3.39
341;adriani;Divisi Humas;Staff;3.45
342;christie;Divisi Humas;Staff;3.12
343;nelly;Divisi Humas;Staff;2.68
344;fauzan;Divisi Humas;Staff;2.63
345;sofyan;Divisi Humas;Staff;3.22
346;pratama;Divisi Humas;Staff;2.61
347;susilowati;Divisi Humas;Staff;3.78
348;nugraheni;Divisi Humas;Staff;3.78
349;effendi;Divisi Humas;Staff;3.22
350;irma;Divisi Humas;Staff;3.27
351;christian;Divisi Humas;Staff;2.73
352;edi;Divisi Humas;Staff;2.9
353;irawan;Divisi Humas;Staff;2.73
354;ahmad;Divisi Humas;Staff;3.91
355;fanny;Divisi Humas;Staff;2.55
356;rachma;Divisi Humas;Staff;3.67
357;yudi;Divisi Humas;Staff;3.89
358;sugeng;Divisi Humas;Staff;2.7
359;komang;Divisi Humas;Staff;3.12
360;iqbal;Divisi Humas;Staff;3.3
361;pasaribu;Divisi Humas;Staff;3.88
362;rahmawati;Divisi Humas;Staff;3.53
363;savitri;Divisi Humas;Staff;3.66
364;faizah;Divisi Humas;Staff;2.59
365;puspasari;Divisi Humas;Staff;3.33
366;aris;Divisi Humas;Staff;2.93
367;iman;Divisi Humas;Staff;3.53
368;rima;Divisi Humas;Staff;2.81
369;angelia;Divisi Humas;Staff;2.7
370;hanny;Divisi Humas;Staff;2.7
371;lusiana;Divisi Humas;Staff;2.92
372;utari;Divisi Humas;Staff;3.77
373;riska;Divisi Humas;Staff;3.45
374;rahman;Divisi Humas;Staff;2.86
375;laura;Divisi Humas;Staff;3.82
376;yani;Divisi Humas;Staff;3.75
377;ivan;Divisi Humas;Staff;2.83
378;budiman;Divisi Humas;Staff;3.24
379;dinda;Divisi Humas;Staff;3.86
380;dahlia;Divisi Humas;Staff;2.84
381;nanik;Divisi Humas;Staff;3.42
382;wardani;Divisi Humas;Staff;3.54
383;rudi;Divisi Humas;Staff;3.66
384;fitri;Divisi Humas;Staff;3.53
385;ary;Divisi Humas;Staff;2.99
386;tulus;Divisi Humas;Staff;3.86
387;sari;Divisi Humas;Staff;3.54
388;adhi;Divisi Humas;Staff;2.83
389;wisnu;Divisi Humas;Staff;2.91
390;eka;Divisi Humas;Staff;2.88
391;sekar;Divisi Humas;Staff;3.08
392;firman;Divisi Humas;Staff;2.99
393;azmi;Divisi Humas;Staff;3.93
394;andi;Divisi Humas;Staff;3.59
395;syam;Divisi Humas;Staff;3.66
396;rika;Divisi Humas;Staff;3.6
397;kusumawati;Divisi Humas;Staff;3.43
398;adhitya;Divisi Humas;Staff;2.71
399;januar;Divisi Humas;Staff;2.57
400;anak;Divisi Humas;Staff;3.37
401;friska;Divisi Humas;Staff;2.71
402;baskoro;Divisi Humas;Staff;2.95
403;eny;Divisi Humas;Staff;2.69
404;didi;Divisi Humas;Staff;3.31
405;rosa;Divisi Humas;Staff;3.61
406;martin;Divisi Humas;Staff;2.79
407;christina;Divisi Humas;Staff;3.37
408;hana;Divisi Humas;Staff;3.13
409;yenny;Divisi Humas;Staff;2.78
410;wina;Divisi Humas;Staff;3.35
411;syaiful;Divisi Humas;Staff;3.22
412;rizqi;Divisi Humas;Staff;3.83
413;rina;Divisi Humas;Staff;2.52
414;hermawan;Divisi Humas;Staff;3.75
415;aisyah;Divisi Humas;Staff;3.52
416;heni;Divisi Humas;Staff;2.68
417;tri;Divisi Humas;Staff;2.53
418;ginting;Divisi Humas;Staff;3.47
419;astuti;Divisi Humas;Staff;3.29
420;umi;Divisi Humas;Staff;3.18
421;yuyun;Divisi Humas;Staff;3.03
422;rangga;Divisi Humas;Staff;3.77
423;dian;Divisi Humas;Staff;3.89
424;wibisono;Divisi Humas;Staff;3.31
425;febrianti;Divisi Humas;Staff;2.59
426;faizal;Divisi Humas;Staff;2.76
427;andy;Divisi Humas;Staff;3.87
428;imam;Divisi Humas;Staff;3.47
429;muh.;Divisi Humas;Staff;2.85
430;muchamad;Divisi Humas;Staff;3.1
431;atika;Divisi Humas;Staff;3.47
432;nurina;Divisi Humas;Staff;3.49
433;riki;Divisi Humas;Staff;3.11
434;endang;Divisi Humas;Staff;3.02
435;alam;Divisi Humas;Staff;3.69
436;santi;Divisi Humas;Staff;3.14
437;artha;Divisi Humas;Staff;3.07
438;lita;Divisi Humas;Staff;2.54
439;yunita;Divisi Humas;Staff;4.0
440;herawati;Divisi Humas;Staff;3.5
441;sinta;Divisi Humas;Staff;3.57
442;nurjanah;Divisi Humas;Staff;2.63
443;made;Divisi Humas;Staff;2.81
444;cahyadi;Divisi Humas;Staff;3.15
445;luqman;Divisi Humas;Staff;2.55
446;novalia;Divisi Humas;Staff;3.6
447;dedy;Divisi Humas;Staff;3.41
448;leny;Divisi Humas;Staff;3.92
449;nova;Divisi Humas;Staff;3.74
450;roro;Divisi Humas;Staff;3.8
451;adinda;Divisi Humas;Staff;3.24
452;titis;Divisi Humas;Staff;3.92
453;deddy;Divisi Humas;Staff;3.39
454;debby;Divisi Humas;Staff;3.46
455;handoko;Divisi Humas;Staff;2.94
456;roy;Divisi Humas;Staff;3.91
457;surya;Divisi Humas;Staff;2.55
458;puspitasari;Divisi Humas;Staff;2.87
459;zainal;Divisi Humas;Staff;3.89
460;siska;Divisi Humas;Staff;3.51
461;tita;Divisi Humas;Staff;3.37
462;riski;Divisi Humas;Staff;2.63
463;mardiana;Divisi Humas;Staff;2.83
464;nanda;Divisi Humas;Staff;2.5
465;hari;Divisi Humas;Staff;3.41
466;riyanto;Divisi Humas;Staff;3.82
467;aan;Divisi Humas;Staff;2.61
468;novi;Divisi Humas;Staff;3.02
469;harahap;Divisi Humas;Staff;3.96
470;anis;Divisi Humas;Staff;3.2
471;riri;Divisi Humas;Staff;3.89
472;fikri;Divisi Humas;Staff;2.61
473;haryo;Divisi Humas;Staff;2.58
474;lia;Divisi Humas;Staff;3.99
475;setiawan;Divisi Humas;Staff;3.11
476;meutia;Divisi Humas;Staff;3.67
477;indriani;Divisi Humas;Staff;3.9
478;mutia;Divisi Humas;Staff;3.91
479;mei;Divisi Humas;Staff;3.19
480;asti;Divisi Humas;Staff;3.25
481;farah;Divisi Humas;Staff;3.74
482;leni;Divisi Humas;Staff;2.6
483;galih;Divisi Humas;Staff;2.9
484;marta;Divisi Humas;Staff;3.34
485;ita;Divisi Humas;Staff;3.36
486;ari;Divisi Humas;Staff;3.92
487;tampubolon;Divisi Humas;Staff;3.73
488;doni;Divisi Humas;Staff;3.68
489;desty;Divisi Humas;Staff;2.89
490;miranti;Divisi Humas;Staff;3.65
491;ayuningtyas;Divisi Humas;Staff;3.62
492;sulistyowati;Divisi Humas;Staff;3.81
493;mahardika;Divisi Humas;Staff;3.57
494;wiwik;Divisi Humas;Staff;2.69
495;yan;Divisi Humas;Staff;3.37
496;trisnawati;Divisi Humas;Staff;3.5
497;linda;Divisi Humas;Staff;3.63
498;amir;Divisi Humas;Staff;2.62
499;hidayah;Divisi Humas;Staff;3.55
500;ketut;Divisi Humas;Staff;3.39
501;ariani;Divisi Humas;Staff;3.21
502;meita;Divisi Humas;Staff;2.74
503;anjar;Divisi Humas;Staff;3.05
504;juwita;Divisi Humas;Staff;3.82
505;hasan;Divisi Humas;Staff;3.24
506;joko;Divisi Humas;Staff;3.82
507;purnomo;Divisi Humas;Staff;3.19
508;sukma;Divisi Humas;Staff;3.8
509;anang;Divisi Humas;Staff;3.39
510;megasari;Divisi Humas;Staff;3.94
511;siagian;Divisi Humas;Staff;3.7
512;salman;Divisi Humas;Staff;3.22
513;laila;Divisi Humas;Staff;3.3
514;anggita;Divisi Humas;Staff;2.71
515;oktavia;Divisi Humas;Staff;3.77
516;saputra;Divisi Humas;Staff;3.46
517;arief;Divisi Humas;Staff;2.88
518;anggraini;Divisi Humas;Staff;3.1
519;widiastuti;Divisi Humas;Staff;2.87
520;dewa;Divisi Humas;Staff;2.78
521;rizki;Divisi Humas;Staff;3.99
522;hasibuan;Divisi Humas;Staff;3.84
523;hartono;Divisi Humas;Staff;2.98
524;hayati;Divisi Logistik;Ketua Divisi;3.45
525;restu;Divisi Logistik;Staff;2.5
526;margaretha;Divisi Logistik;Staff;3.31
527;fenny;Divisi Logistik;Staff;2.76
528;silalahi;Divisi Logistik;Staff;3.95
529;desti;Divisi Logistik;Staff;2.91
530;yulita;Divisi Logistik;Staff;2.8
531;elsa;Divisi Logistik;Staff;3.69
532;taufiq;Divisi Logistik;Staff;3.88
533;puji;Divisi Logistik;Staff;2.5
534;yuli;Divisi Logistik;Staff;3.97
535;bambang;Divisi Logistik;Staff;3.65
536;darmawan;Divisi Logistik;Staff;2.81
537;hendro;Divisi Logistik;Staff;2.61
538;rama;Divisi Logistik;Staff;3.91
539;renny;Divisi Logistik;Staff;2.71
540;neni;Divisi Logistik;Staff;3.48
541;dono;Divisi Logistik;Staff;2.86
542;rachmawati;Divisi Logistik;Staff;3.65
543;juni;Divisi Logistik;Staff;3.62
544;denny;Divisi Logistik;Staff;3.63
545;nugroho;Divisi Logistik;Staff;3.86
546;erni;Divisi Logistik;Staff;2.95
547;susanto;Divisi Logistik;Staff;3.82
548;norma;Divisi Logistik;Staff;2.78
549;dedi;Divisi Logistik;Staff;3.69
550;fatmawati;Divisi Logistik;Staff;3.91
551;singgih;Divisi Logistik;Staff;2.83
552;riza;Divisi Logistik;Staff;2.83
553;eri;Divisi Logistik;Staff;3.62
554;ratnasari;Divisi Logistik;Staff;2.57
555;ardiansyah;Divisi Logistik;Staff;3.59
556;anggun;Divisi Logistik;Staff;3.57
557;andry;Divisi Logistik;Staff;3.34
558;irfan;Divisi Logistik;Staff;2.91
559;hilda;Divisi Logistik;Staff;3.29
560;aria;Divisi Logistik;Staff;3.82
561;wira;Divisi Logistik;Staff;2.87
562;anggit;Divisi Logistik;Staff;3.62
563;edy;Divisi Logistik;Staff;2.53
564;khotimah;Divisi Logistik;Staff;3.36
565;veronika;Divisi Logistik;Staff;3.44
566;andriana;Divisi Logistik;Staff;2.52
567;frida;Divisi Logistik;Staff;3.47
568;yudha;Divisi Logistik;Staff;3.38
569;ima;Divisi Logistik;Staff;3.04
570;arisandi;Divisi Logistik;Staff;3.03
571;wahyuni;Divisi Logistik;Staff;3.62
572;sembiring;Divisi Logistik;Staff;3.16
573;sandi;Divisi Logistik;Staff;2.63
574;ardian;Divisi Logistik;Staff;3.08
575;maryati;Divisi Logistik;Staff;2.69
576;farid;Divisi Logistik;Staff;3.21
577;mandasari;Divisi Logistik;Staff;2.63
578;pratomo;Divisi Logistik;Staff;2.92
579;kartini;Divisi Logistik;Staff;2.7
580;nadya;Divisi Logistik;Staff;2.54
581;iin;Divisi Logistik;Staff;3.15
582;lumban;Divisi Logistik;Staff;3.62
583;kurniasari;Divisi Logistik;Staff;3.64
584;karina;Divisi Logistik;Staff;2.68
585;martha;Divisi Logistik;Staff;2.56
586;magdalena;Divisi Logistik;Staff;3.32
587;apriyani;Divisi Logistik;Staff;3.43
588;gusti;Divisi Logistik;Staff;2.66
589;rudy;Divisi Logistik;Staff;2.59
590;bayu;Divisi Logistik;Staff;3.89
591;ira;Divisi Logistik;Staff;3.7
592;fatimah;Divisi Logistik;Staff;2.57
593;senja;Divisi Logistik;Staff;2.78
594;lilis;Divisi Logistik;Staff;3.81
595;wati;Divisi Logistik;Staff;3.71
596;ariyanti;Divisi Logistik;Staff;2.93
597;murni;Divisi Logistik;Staff;3.0
598;susilo;Divisi Logistik;Staff;3.76
599;azhar;Divisi Logistik;Staff;3.13
600;wahyuningsih;Divisi Logistik;Staff;3.02
601;hanif;Divisi Logistik;Staff;3.04
602;soraya;Divisi Logistik;Staff;3.68
603;rachman;Divisi Logistik;Staff;2.93
604;anna;Divisi Logistik;Staff;3.25
605;ginanjar;Divisi Logistik;Staff;2.71
606;christy;Divisi Logistik;Staff;2.91
607;deri;Divisi Logistik;Staff;2.92
608;michael;Divisi Logistik;Staff;2.65
609;toni;Divisi Logistik;Staff;2.91
610;mukti;Divisi Logistik;Staff;3.55
611;amri;Divisi Logistik;Staff;3.47
612;asmara;Divisi Logistik;Staff;3.74
613;agus;Divisi Logistik;Staff;2.71
614;risa;Divisi Logistik;Staff;2.71
615;irawati;Divisi Logistik;Staff;3.52
616;dhian;Divisi Logistik;Staff;3.93
617;rahma;Divisi Logistik;Staff;2.62
618;abie;Divisi Logistik;Staff;3.31
619;rasyid;Divisi Logistik;Staff;2.92
620;safitri;Divisi Logistik;Staff;3.84
621;wicaksono;Divisi Logistik;Staff;3.31
622;amin;Divisi Logistik;Staff;3.55
623;indrawati;Divisi Logistik;Staff;3.99
624;hikmah;Divisi Logistik;Staff;3.32
625;yun;Divisi Logistik;Staff;3.06
626;khairunnisa;Divisi Logistik;Staff;3.03
627;nur;Divisi Logistik;Staff;2.79
628;tuti;Divisi Logistik;Staff;3.19
