id;nama;divisi;jabatan;ipk
450;aisyah;Bidang Kemasyarakatan;Staff;3.48
451;hidayah;Bidang Kemasyarakatan;Staff;3.89
452;ridho;Bidang Kemasyarakatan;Staff;2.81
453;mahardika;Bidang Kemasyarakatan;Staff;3.83
454;putro;Bidang Kemasyarakatan;Staff;3.94
455;isnaini;Bidang Kemasyarakatan;Staff;3.07
456;ema;Bidang Kemasyarakatan;Staff;2.92
457;yunita;Bidang Kemasyarakatan;Staff;3.38
458;vivi;Bidang Kemasyarakatan;Staff;3.09
459;aditia;Bidang Kemasyarakatan;Staff;3.7
460;riani;Bidang Kemasyarakatan;Staff;2.61
461;nova;Bidang Kemasyarakatan;Staff;2.84
462;gultom;Bidang Kemasyarakatan;Staff;3.0
463;bintang;Bidang Kemasyarakatan;Staff;2.84
464;apriyanti;Bidang Kemasyarakatan;Staff;3.09
465;eli;Bidang Kemasyarakatan;Staff;3.04
466;lumban;Bidang Kemasyarakatan;Staff;3.53
467;andi;Bidang Kemasyarakatan;Staff;3.28
468;putri;Bidang Kemasyarakatan;Staff;3.06
469;galuh;Bidang Kemasyarakatan;Staff;3.5
470;lia;Bidang Kemasyarakatan;Staff;3.24
471;ratu;Bidang Kemasyarakatan;Staff;2.79
472;eny;Bidang Kemasyarakatan;Staff;3.53
473;teguh;Bidang Kemasyarakatan;Staff;3.84
474;atika;Bidang Kemasyarakatan;Staff;2.95
475;dwi;Bidang Kemasyarakatan;Staff;3.5
476;robby;Bidang Kemasyarakatan;Staff;2.98
477;karlina;Bidang Kemasyarakatan;Staff;3.06
478;rudi;Bidang Kemasyarakatan;Staff;3.87
479;adityo;Bidang Kemasyarakatan;Staff;2.8
480;febriyanti;Bidang Kemasyarakatan;Staff;3.13
481;devy;Bidang Kemasyarakatan;Staff;3.58
482;widi;Bidang Kemasyarakatan;Staff;3.09
483;satria;Bidang Kemasyarakatan;Staff;2.6
484;ardiansyah;Bidang Kemasyarakatan;Staff;3.01
485;aditya;Bidang Kemasyarakatan;Staff;3.78
486;ni;Bidang Kemasyarakatan;Staff;3.37
487;mulyani;Bidang Kemasyarakatan;Staff;3.13
488;pratomo;Bidang Kemasyarakatan;Staff;3.05
489;irawati;Bidang Kemasyarakatan;Staff;2.54
490;windi;Bidang Kemasyarakatan;Staff;3.21
491;haris;Bidang Kemasyarakatan;Staff;2.59
492;eddy;Bidang Kemasyarakatan;Staff;3.74
493;utari;Bidang Kemasyarakatan;Staff;3.2
494;dede;Bidang Kemasyarakatan;Staff;3.11
495;fikri;Bidang Kemasyarakatan;Staff;3.6
496;rizqi;Bidang Kemasyarakatan;Staff;3.38
497;jonatan;Bidang Kemasyarakatan;Staff;3.6
498;leni;Bidang Kemasyarakatan;Staff;2.81
499;yuniarti;Bidang Kemasyarakatan;Staff;3.38
500;yuanita;Bidang Kemasyarakatan;Staff;3.07
501;anggia;Bidang Kemasyarakatan;Staff;3.63
502;mita;Bidang Kemasyarakatan;Staff;2.6
503;napitupulu;Bidang Kemasyarakatan;Staff;3.69
504;ary;Bidang Kemasyarakatan;Staff;2.65
505;grace;Bidang Kemasyarakatan;Staff;3.09
506;cindy;Bidang Kemasyarakatan;Staff;3.53
507;ina;Bidang Kemasyarakatan;Staff;2.51
508;abdul;Bidang Kemasyarakatan;Staff;3.51
509;gina;Bidang Kemasyarakatan;Staff;2.99
510;farida;Bidang Kemasyarakatan;Staff;3.33
511;nurmala;Bidang Kemasyarakatan;Staff;2.63
512;nila;Bidang Kemasyarakatan;Staff;2.83
513;adipati;Bidang Kemasyarakatan;Staff;2.73
514;puspita;Bidang Kemasyarakatan;Staff;3.07
515;reza;Bidang Kemasyarakatan;Staff;3.69
516;rachmat;Bidang Kemasyarakatan;Staff;3.4
517;marisa;Bidang Kemasyarakatan;Staff;3.91
518;febrianti;Bidang Kemasyarakatan;Staff;3.47
519;leonardo;Bidang Kemasyarakatan;Staff;3.11
520;rahman;Bidang Kemasyarakatan;Staff;3.43
521;aini;Bidang Kemasyarakatan;Staff;3.6
522;fina;Bidang Kemasyarakatan;Staff;2.68
523;yanuar;Bidang Kemasyarakatan;Staff;2.63
524;angelina;Bidang Kemasyarakatan;Staff;3.19
525;irwan;Bidang Kemasyarakatan;Staff;3.25
526;purwaningsih;Bidang Kemasyarakatan;Staff;3.53
527;purnama;Bidang Kemasyarakatan;Staff;2.67
528;arista;Bidang Kemasyarakatan;Staff;3.6
529;husnul;Bidang Kemasyarakatan;Staff;3.93
530;moch.;Bidang Kemasyarakatan;Staff;2.95
531;nur;Bidang Kemasyarakatan;Staff;3.05
532;gusti;Bidang Kemasyarakatan;Staff;2.77
533;suryo;Bidang Kemasyarakatan;Staff;3.53
534;hikmah;Bidang Kemasyarakatan;Staff;2.58
535;andriana;Bidang Kemasyarakatan;Staff;3.11
536;cut;Bidang Kemasyarakatan;Staff;3.33
537;nugroho;Bidang Kemasyarakatan;Staff;2.78
538;diyah;Bidang Kemasyarakatan;Staff;3.37
539;indrawan;Bidang Kemasyarakatan;Staff;2.74
540;prita;Bidang Kemasyarakatan;Staff;2.94
541;lydia;Bidang Kemasyarakatan;Staff;3.74
542;lisa;Bidang Kemasyarakatan;Staff;3.74
543;rizka;Bidang Kemasyarakatan;Staff;3.69
544;mutia;Bidang Kemasyarakatan;Staff;3.52
545;yolanda;Bidang Kemasyarakatan;Staff;2.68
