id;nama;divisi;jabatan;ipk
64;ibrahim;Divisi Acara;Staff;3.96
65;fera;Divisi Acara;Staff;3.9
66;paramitha;Divisi Acara;Staff;3.43
67;hanif;Divisi Acara;Staff;2.75
68;adipati;Divisi Acara;Staff;3.41
69;sukma;Divisi Acara;Staff;3.94
70;ajie;Divisi Acara;Staff;2.92
71;jannah;Divisi Acara;Staff;2.5
72;kusumawati;Divisi Acara;Staff;2.73
73;afriani;Divisi Acara;Staff;3.17
74;derry;Divisi Acara;Staff;3.74
75;megasari;Divisi Acara;Staff;2.81
76;anwar;Divisi Acara;Staff;3.4
77;ade;Divisi Acara;Staff;3.68
78;ina;Divisi Acara;Staff;2.59
79;umi;Divisi Acara;Staff;2.59
80;tuti;Divisi Acara;Staff;2.98
81;faisal;Divisi Acara;Staff;3.89
82;reni;Divisi Acara;Staff;3.1
83;ketut;Divisi Acara;Staff;3.68
84;fika;Divisi Acara;Staff;2.93
85;hanifah;Divisi Acara;Staff;3.76
86;ariyani;Divisi Acara;Staff;3.8
87;sulistyowati;Divisi Acara;Staff;2.59
88;saputra;Divisi Acara;Staff;3.83
89;agustina;Divisi Acara;Staff;3.51
90;agus;Divisi Acara;Staff;3.49
91;mutia;Divisi Acara;Staff;3.62
92;rachmat;Divisi Acara;Staff;3.78
93;toni;Divisi Acara;Staff;3.55
94;mustika;Divisi Acara;Staff;3.0
95;laili;Divisi Acara;Staff;3.92
96;widhi;Divisi Acara;Staff;3.13
97;puspasari;Divisi Acara;Staff;3.53
98;imam;Divisi Acara;Staff;3.44
99;rudy;Divisi Acara;Staff;2.78
100;aini;Divisi Acara;Staff;2.65
101;panjaitan;Divisi Acara;Staff;3.84
102;aditia;Divisi Acara;Staff;3.97
103;reny;Divisi Acara;Staff;3.34
104;mayasari;Divisi Acara;Staff;3.88
105;harry;Divisi Acara;Staff;3.16
106;wijayanti;Divisi Acara;Staff;3.21
107;maulana;Divisi Acara;Staff;3.38
108;wenny;Divisi Acara;Staff;2.5
109;purnomo;Divisi Acara;Staff;2.75
110;hajar;Divisi Acara;Staff;3.3
111;yohanes;Divisi Acara;Staff;3.39
112;noni;Divisi Acara;Staff;4.0
113;vita;Divisi Acara;Staff;2.79
114;christian;Divisi Acara;Staff;3.77
115;indri;Divisi Acara;Staff;3.81
116;lina;Divisi Acara;Staff;2.55
117;azmi;Divisi Acara;Staff;2.53
118;neni;Divisi Acara;Staff;2.69
119;ulfah;Divisi Acara;Staff;3.72
120;abidin;Divisi Acara;Staff;3.51
121;kumala;Divisi Acara;Staff;3.51
122;adhi;Divisi Acara;Staff;2.85
123;hartono;Divisi Acara;Staff;2.96
124;astrid;Divisi Acara;Staff;3.45
125;dody;Divisi Acara;Staff;3.83
126;sugeng;Divisi Acara;Staff;3.09
127;nora;Divisi Acara;Staff;3.2
128;jati;Divisi Acara;Staff;2.99
129;lilik;Divisi Acara;Staff;3.98
130;novianti;Divisi Acara;Staff;2.96
131;widia;Divisi Acara;Staff;3.05
132;wahyu;Divisi Acara;Staff;3.66
133;galuh;Divisi Acara;Staff;2.72
134;noviyanti;Divisi Acara;Staff;3.68
135;gede;Divisi Acara;Staff;3.03
136;guntur;Divisi Acara;Staff;2.95
137;hana;Divisi Acara;Staff;3.18
138;ihsan;Divisi Acara;Staff;3.76
139;sulastri;Divisi Acara;Staff;2.74
140;rasyid;Divisi Acara;Staff;2.81
141;niken;Divisi Acara;Staff;2.82
142;nila;Divisi Acara;Staff;3.65
143;dhani;Divisi Acara;Staff;3.46
144;hesti;Divisi Acara;Staff;3.91
145;renny;Divisi Acara;Staff;3.15
146;marta;Divisi Acara;Staff;3.95
147;erlina;Divisi Acara;Staff;3.17
148;rika;Divisi Acara;Staff;2.92
149;risma;Divisi Acara;Staff;3.3
150;pramita;Divisi Acara;Staff;2.83
151;ambarwati;Divisi Acara;Staff;2.56
152;veronika;Divisi Acara;Staff;2.8
153;ria;Divisi Acara;Staff;2.69
154;azizah;Divisi Acara;Staff;3.42
155;syamsul;Divisi Acara;Staff;3.14
156;handoko;Divisi Acara;Staff;3.09
157;amanda;Divisi Acara;Staff;3.26
158;simatupang;Divisi Acara;Staff;3.03
159;fuad;Divisi Acara;Staff;3.45
160;mohammad;Divisi Humas;Ketua Divisi;3.16
161;andi;Divisi Humas;Staff;2.72
162;ragil;Divisi Humas;Staff;3.33
163;fatimah;Divisi Humas;Staff;3.03
164;septiani;Divisi Humas;Staff;3.6
165;isnaini;Divisi Humas;Staff;3.37
166;noviana;Divisi Humas;Staff;2.86
167;oktaviani;Divisi Humas;Staff;3.49
168;windi;Divisi Humas;Staff;3.71
169;septian;Divisi Humas;Staff;3.75
170;rosdiana;Divisi Humas;Staff;3.07
171;hilda;Divisi Humas;Staff;3.4
172;fransisca;Divisi Humas;Staff;3.45
173;ary;Divisi Humas;Staff;2.73
174;ariyanto;Divisi Humas;Staff;2.83
175;muhammad;Divisi Humas;Staff;2.58
176;veronica;Divisi Humas;Staff;3.86
177;andri;Divisi Humas;Staff;2.91
178;hani;Divisi Humas;Staff;2.57
179;yuni;Divisi Humas;Staff;3.2
180;ida;Divisi Humas;Staff;2.61
181;riyanto;Divisi Humas;Staff;2.77
182;ratnawati;Divisi Humas;Staff;3.42
183;herlina;Divisi Humas;Staff;3.72
184;iqbal;Divisi Humas;Staff;2.79
185;sitti;Divisi Humas;Staff;3.64
186;maulina;Divisi Humas;Staff;3.87
187;farida;Divisi Humas;Staff;3.65
188;apriyani;Divisi Humas;Staff;3.47
189;huda;Divisi Humas;Staff;3.17
190;citra;Divisi Humas;Staff;3.54
191;sigit;Divisi Humas;Staff;3.46
192;ernawati;Divisi Humas;Staff;3.62
193;syarifah;Divisi Humas;Staff;2.53
194;nia;Divisi Humas;Staff;2.51
195;purwanti;Divisi Humas;Staff;2.89
196;yoga;Divisi Humas;Staff;2.91
197;anna;Divisi Humas;Staff;3.55
198;saputro;Divisi Humas;Staff;2.71
199;amalia;Divisi Humas;Staff;3.69
200;sinaga;Divisi Humas;Staff;3.11
201;emi;Divisi Humas;Staff;2.84
202;ilham;Divisi Humas;Staff;3.35
203;ramadhani;Divisi Humas;Staff;2.93
204;nani;Divisi Humas;Staff;2.96
205;arya;Divisi Humas;Staff;2.51
206;diana;Divisi Humas;Staff;2.5
207;aris;Divisi Humas;Staff;3.84
208;yogi;Divisi Humas;Staff;3.61
209;sarah;Divisi Humas;Staff;2.9
210;istiqomah;Divisi Humas;Staff;3.58
211;fauziah;Divisi Humas;Staff;3.33
212;ari;Divisi Humas;Staff;3.63
213;ayuningtyas;Divisi Humas;Staff;2.56
214;tiara;Divisi Humas;Staff;3.11
215;rachman;Divisi Humas;Staff;2.78
216;wibisono;Divisi Humas;Staff;3.65
217;farah;Divisi Humas;Staff;3.25
218;juli;Divisi Humas;Staff;3.39
219;sekar;Divisi Humas;Staff;3.57
220;rendy;Divisi Humas;Staff;3.94
221;mahardika;Divisi Humas;Staff;2.71
222;manurung;Divisi Humas;Staff;3.4
223;ardian;Divisi Humas;Staff;3.58
224;aulia;Divisi Humas;Staff;3.13
225;mega;Divisi Humas;Staff;3.04
226;nanik;Divisi Humas;Staff;2.56
227;amin;Divisi Humas;Staff;3.54
228;roy;Divisi Humas;Staff;3.94
229;christy;Divisi Humas;Staff;3.23
230;risa;Divisi Humas;Staff;3.36
231;alam;Divisi Humas;Staff;2.7
232;sutrisno;Divisi Humas;Staff;2.81
233;fitrah;Divisi Humas;Staff;3.12
234;simbolon;Divisi Humas;Staff;3.24
235;firmansyah;Divisi Humas;Staff;3.13
236;bobby;Divisi Humas;Staff;3.23
237;bayu;Divisi Humas;Staff;2.56
238;rachma;Divisi Humas;Staff;2.97
239;yudhi;Divisi Humas;Staff;3.32
240;hermanto;Divisi Humas;Staff;3.96
241;junita;Divisi Humas;Staff;2.72
242;meita;Divisi Humas;Staff;3.8
243;yudha;Divisi Humas;Staff;2.83
244;nyoman;Divisi Humas;Staff;2.91
245;husni;Divisi Humas;Staff;2.61
246;purba;Divisi Humas;Staff;3.35
247;tria;Divisi Humas;Staff;3.42
248;yolanda;Divisi Humas;Staff;2.64
249;cahyani;Divisi Humas;Staff;3.24
250;deddy;Divisi Humas;Staff;3.47
251;eliza;Divisi Humas;Staff;2.9
252;nurjanah;Divisi Humas;Staff;3.68
253;romy;Divisi Humas;Staff;3.4
254;darma;Divisi Humas;Staff;2.93
255;rani;Divisi Humas;Staff;2.95
256;christin;Divisi Humas;Staff;3.23
257;herman;Divisi Humas;Staff;3.88
258;juni;Divisi Humas;Staff;2.55
259;winda;Divisi Humas;Staff;3.5
260;yulita;Divisi Humas;Staff;2.94
261;vidya;Divisi Humas;Staff;3.87
262;amir;Divisi Humas;Staff;3.94
263;firman;Divisi Humas;Staff;3.23
264;saragih;Divisi Humas;Staff;3.32
265;fatmawati;Divisi Humas;Staff;3.25
266;isma;Divisi Humas;Staff;3.36
267;bambang;Divisi Humas;Staff;2.84
268;adam;Divisi Humas;Staff;2.67
269;gusti;Divisi Humas;Staff;3.59
270;agustini;Divisi Humas;Staff;3.5
271;anggraini;Divisi Humas;Staff;2.52
272;prabowo;Divisi Humas;Staff;3.39
273;hendi;Divisi Humas;Staff;3.72
274;wardhani;Divisi Humas;Staff;2.71
275;eri;Divisi Humas;Staff;3.0
276;rizky;Divisi Humas;Staff;3.94
277;adityo;Divisi Humas;Staff;3.49
278;ario;Divisi Humas;Staff;2.6
279;sinta;Divisi Humas;Staff;2.53
280;ririn;Divisi Humas;Staff;3.16
281;windy;Divisi Humas;Staff;2.66
282;candra;Divisi Humas;Staff;3.51
283;mila;Divisi Humas;Staff;2.93
284;ady;Divisi Humas;Staff;3.41
285;amri;Divisi Humas;Staff;3.43
286;tia;Divisi Humas;Staff;3.59
287;santoso;Divisi Humas;Staff;2.59
288;kurniasari;Divisi Humas;Staff;2.89
289;seto;Divisi Humas;Staff;2.96
290;maria;Divisi Humas;Staff;3.22
291;lala;Divisi Humas;Staff;2.69
292;septiana;Divisi Humas;Staff;3.14
293;yenny;Divisi Humas;Staff;2.8
294;susi;Divisi Humas;Staff;2.89
295;ema;Divisi Humas;Staff;2.77
296;rizqi;Divisi Humas;Staff;3.19
297;slamet;Divisi Humas;Staff;3.41
298;hakim;Divisi Humas;Staff;3.46
299;syahputra;Divisi Humas;Staff;2.9
300;anggia;Divisi Logistik;Ketua Divisi;2.91
301;nisa;Divisi Logistik;Staff;2.65
302;alif;Divisi Logistik;Staff;2.81
303;perdana;Divisi Logistik;Staff;3.1
304;agung;Divisi Logistik;Staff;3.08
305;elisabeth;Divisi Logistik;Staff;3.99
306;ginanjar;Divisi Logistik;Staff;3.97
307;sundari;Divisi Logistik;Staff;2.92
308;fitriana;Divisi Logistik;Staff;2.79
309;febrian;Divisi Logistik;Staff;3.53
310;olivia;Divisi Logistik;Staff;3.64
311;lumban;Divisi Logistik;Staff;3.03
312;mohamad;Divisi Logistik;Staff;2.98
313;taufiq;Divisi Logistik;Staff;2.97
314;novi;Divisi Logistik;Staff;2.69
315;meutia;Divisi Logistik;Staff;3.24
316;desti;Divisi Logistik;Staff;3.53
317;daniel;Divisi Logistik;Staff;3.08
318;martin;Divisi Logistik;Staff;3.38
319;anita;Divisi Logistik;Staff;3.05
320;maryati;Divisi Logistik;Staff;3.73
321;adit;Divisi Logistik;Staff;3.83
322;hartanto;Divisi Logistik;Staff;2.98
323;nurul;Divisi Logistik;Staff;3.38
324;pramono;Divisi Logistik;Staff;3.49
325;syarif;Divisi Logistik;Staff;3.68
326;wahyudi;Divisi Logistik;Staff;2.54
327;made;Divisi Logistik;Staff;2.84
328;febrina;Divisi Logistik;Staff;3.59
329;krisna;Divisi Logistik;Staff;3.62
330;yuliana;Divisi Logistik;Staff;3.35
331;cahyono;Divisi Logistik;Staff;2.51
332;rosa;Divisi Logistik;Staff;3.84
333;tirta;Divisi Logistik;Staff;2.58
334;ariani;Divisi Logistik;Staff;3.96
335;harahap;Divisi Logistik;Staff;2.87
336;ningsih;Divisi Logistik;Staff;3.87
337;elisa;Divisi Logistik;Staff;3.06
338;yenni;Divisi Logistik;Staff;3.66
339;eny;Divisi Logistik;Staff;2.85
340;puti;Divisi Logistik;Staff;3.26
341;hendri;Divisi Logistik;Staff;4.0
342;nurhasanah;Divisi Logistik;Staff;3.71
343;devi;Divisi Logistik;Staff;3.24
344;wina;Divisi Logistik;Staff;3.99
345;oktavia;Divisi Logistik;Staff;3.29
346;aditya;Divisi Logistik;Staff;2.83
347;abie;Divisi Logistik;Staff;3.48
348;novia;Divisi Logistik;Staff;2.96
349;luthfi;Divisi Logistik;Staff;3.84
350;ratnasari;Divisi Logistik;Staff;2.88
351;pandu;Divisi Logistik;Staff;3.28
352;anggita;Divisi Logistik;Staff;2.86
353;suryadi;Divisi Logistik;Staff;3.68
354;permata;Divisi Logistik;Staff;3.97
355;fauzan;Divisi Logistik;Staff;2.74
356;angga;Divisi Logistik;Staff;3.86
357;hendy;Divisi Logistik;Staff;3.16
358;fitri;Divisi Logistik;Staff;3.91
359;herawati;Divisi Logistik;Staff;2.56
360;puspitasari;Divisi Logistik;Staff;3.3
361;eka;Divisi Logistik;Staff;3.78
362;riyadi;Divisi Logistik;Staff;3.15
363;annisa;Divisi Logistik;Staff;3.49
364;imelda;Divisi Logistik;Staff;2.94
365;manik;Divisi Logistik;Staff;3.06
366;maharani;Divisi Logistik;Staff;3.02
367;emy;Divisi Logistik;Staff;2.94
368;ryan;Divisi Logistik;Staff;3.26
369;abdul;Divisi Logistik;Staff;2.95
370;melati;Divisi Logistik;Staff;2.95
371;widyaningrum;Divisi Logistik;Staff;2.68
372;adhitya;Divisi Logistik;Staff;3.65
373;siregar;Divisi Logistik;Staff;3.22
374;mariana;Divisi Logistik;Staff;3.32
375;budiman;Divisi Logistik;Staff;3.39
376;setyaningsih;Divisi Logistik;Staff;3.86
377;intan;Divisi Logistik;Staff;2.87
378;sartika;Divisi Logistik;Staff;3.14
379;fitria;Divisi Logistik;Staff;3.49
380;yanuar;Divisi Logistik;Staff;3.25
381;henry;Divisi Logistik;Staff;3.81
382;ridho;Divisi Logistik;Staff;3.53
383;surya;Divisi Logistik;Staff;2.81
384;diah;Divisi Logistik;Staff;3.03
385;ismail;Divisi Logistik;Staff;2.81
386;lidia;Divisi Logistik;Staff;2.99
387;tita;Divisi Logistik;Staff;2.68
388;norma;Divisi Logistik;Staff;3.94
389;prita;Divisi Logistik;Staff;3.92
390;atika;Divisi Logistik;Staff;3.78
391;esti;Divisi Logistik;Staff;3.44
392;wulansari;Divisi Logistik;Staff;2.86
393;dian;Divisi Logistik;Staff;2.71
394;wardhana;Divisi Logistik;Staff;3.92
395;deri;Divisi Logistik;Staff;2.84
396;putu;Divisi Logistik;Staff;2.52
397;maya;Divisi Logistik;Staff;3.25
398;retno;Divisi Logistik;Staff;2.54
399;wuri;Divisi Logistik;Staff;3.38
