id;nama;divisi;jabatan;ipk
51;maria;Divisi Acara;Staff;3.34
52;neni;Divisi Acara;Staff;3.0
53;rudy;Divisi Acara;Staff;3.99
54;nora;Divisi Acara;Staff;3.94
55;wulan;Divisi Acara;Staff;3.75
56;istiqomah;Divisi Acara;Staff;2.58
57;farida;Divisi Acara;Staff;3.66
58;afrizal;Divisi Acara;Staff;2.96
59;vina;Divisi Acara;Staff;3.34
60;pribadi;Divisi Acara;Staff;3.11
61;oktavia;Divisi Acara;Staff;2.7
62;pasaribu;Divisi Acara;Staff;2.61
63;yusuf;Divisi Acara;Staff;3.94
64;yoga;Divisi Acara;Staff;3.12
65;sihombing;Divisi Acara;Staff;3.29
66;ulfah;Divisi Acara;Staff;3.19
67;sukma;Divisi Acara;Staff;3.32
68;friska;Divisi Acara;Staff;3.4
69;sofyan;Divisi Acara;Staff;2.85
70;rangga;Divisi Acara;Staff;3.63
71;novalia;Divisi Acara;Staff;3.36
72;karlina;Divisi Acara;Staff;3.08
73;ratih;Divisi Acara;Staff;3.25
74;yenni;Divisi Acara;Staff;3.94
75;nanik;Divisi Acara;Staff;3.52
76;satria;Divisi Acara;Staff;2.88
77;endang;Divisi Acara;Staff;3.1
78;heru;Divisi Acara;Staff;3.0
79;yuliani;Divisi Acara;Staff;2.77
80;yulita;Divisi Acara;Staff;2.54
81;adit;Divisi Acara;Staff;2.53
82;mariana;Divisi Acara;Staff;3.81
83;agustini;Divisi Acara;Staff;2.85
84;raden;Divisi Acara;Staff;3.39
85;willy;Divisi Acara;Staff;2.71
86;aisyah;Divisi Acara;Staff;3.99
87;era;Divisi Acara;Staff;3.68
88;luqman;Divisi Acara;Staff;3.46
89;veronika;Divisi Acara;Staff;3.59
90;ginanjar;Divisi Acara;Staff;3.01
91;pradipta;Divisi Acara;Staff;3.68
92;achmad;Divisi Acara;Staff;3.55
93;leny;Divisi Acara;Staff;2.95
94;panji;Divisi Acara;Staff;2.85
95;ningsih;Divisi Acara;Staff;3.49
96;maryati;Divisi Acara;Staff;3.6
97;farah;Divisi Acara;Staff;3.12
98;ema;Divisi Acara;Staff;3.57
99;irfan;Divisi Acara;Staff;3.04
100;aini;Divisi Acara;Staff;3.3
101;apriyani;Divisi Acara;Staff;3.42
102;dewi;Divisi Acara;Staff;3.15
103;suryani;Divisi Acara;Staff;3.0
104;anton;Divisi Acara;Staff;3.15
105;rama;Divisi Acara;Staff;2.75
106;adipati;Divisi Acara;Staff;3.3
107;setyawan;Divisi Acara;Staff;3.29
108;sitorus;Divisi Acara;Staff;2.81
109;ika;Divisi Acara;Staff;2.52
110;yudi;Divisi Acara;Staff;3.98
111;titin;Divisi Acara;Staff;3.4
112;aprianto;Divisi Acara;Staff;3.48
113;risa;Divisi Acara;Staff;3.19
114;gultom;Divisi Acara;Staff;2.76
115;kusumawati;Divisi Acara;Staff;3.25
116;setiawan;Divisi Acara;Staff;3.15
117;angga;Divisi Acara;Staff;3.52
118;anggraeni;Divisi Acara;Staff;2.52
119;sahat;Divisi Acara;Staff;2.51
120;januar;Divisi Acara;Staff;2.86
121;hakim;Divisi Acara;Staff;2.67
122;lala;Divisi Acara;Staff;3.64
123;pratama;Divisi Acara;Staff;2.56
124;murni;Divisi Acara;Staff;2.79
125;utomo;Divisi Acara;Staff;3.75
126;anugrah;Divisi Acara;Staff;3.47
127;ani;Divisi Acara;Staff;2.99
128;harry;Divisi Acara;Staff;3.69
129;nyoman;Divisi Acara;Staff;2.64
130;daniel;Divisi Acara;Staff;2.96
131;rahmad;Divisi Acara;Staff;3.45
132;natalia;Divisi Acara;Staff;3.68
133;syamsul;Divisi Acara;Staff;3.93
134;shinta;Divisi Acara;Staff;3.37
135;vita;Divisi Acara;Staff;3.71
136;margaretha;Divisi Acara;Staff;3.22
137;lidia;Divisi Acara;Staff;3.23
138;kurniati;Divisi Acara;Staff;2.51
139;cahyadi;Divisi Acara;Staff;3.69
140;mohammad;Divisi Acara;Staff;2.89
141;nita;Divisi Acara;Staff;2.57
142;sri;Divisi Acara;Staff;2.75
143;puspasari;Divisi Acara;Staff;2.86
144;toni;Divisi Acara;Staff;3.98
145;yuniarti;Divisi Acara;Staff;2.55
146;fauzan;Divisi Acara;Staff;4.0
147;kukuh;Divisi Acara;Staff;3.85
148;mega;Divisi Acara;Staff;3.46
149;fitriana;Divisi Acara;Staff;3.51
150;firdaus;Divisi Acara;Staff;3.04
151;deri;Divisi Acara;Staff;3.82
152;rosa;Divisi Acara;Staff;3.6
153;nadia;Divisi Acara;Staff;3.8
154;muchamad;Divisi Acara;Staff;3.32
155;yunia;Divisi Acara;Staff;3.83
156;mei;Divisi Acara;Staff;3.07
157;azizah;Divisi Acara;Staff;3.0
158;devita;Divisi Acara;Staff;2.6
159;ria;Divisi Acara;Staff;3.42
160;purwanto;Divisi Humas;Ketua Divisi;2.62
161;ernawati;Divisi Humas;Staff;3.78
162;adhitya;Divisi Humas;Staff;2.58
163;sulistyowati;Divisi Humas;Staff;3.67
164;ary;Divisi Humas;Staff;2.97
165;dina;Divisi Humas;Staff;2.66
166;meita;Divisi Humas;Staff;3.31
167;utami;Divisi Humas;Staff;3.13
168;ratnawati;Divisi Humas;Staff;3.6
169;ferry;Divisi Humas;Staff;3.97
170;hendro;Divisi Humas;Staff;3.24
171;febrian;Divisi Humas;Staff;3.34
172;saputra;Divisi Humas;Staff;2.76
173;irawan;Divisi Humas;Staff;2.73
174;fitriyani;Divisi Humas;Staff;3.24
175;kharisma;Divisi Humas;Staff;3.85
176;iskandar;Divisi Humas;Staff;3.09
177;bahri;Divisi Humas;Staff;3.35
178;kusumastuti;Divisi Humas;Staff;3.5
179;tommy;Divisi Humas;Staff;3.85
180;tri;Divisi Humas;Staff;2.55
181;riki;Divisi Humas;Staff;3.9
182;ivan;Divisi Humas;Staff;3.22
183;andre;Divisi Humas;Staff;2.66
184;norma;Divisi Humas;Staff;2.68
185;ramadhani;Divisi Humas;Staff;3.24
186;magdalena;Divisi Humas;Staff;2.5
187;mayang;Divisi Humas;Staff;2.75
188;husni;Divisi Humas;Staff;2.91
189;nila;Divisi Humas;Staff;2.6
190;sartika;Divisi Humas;Staff;2.56
191;okta;Divisi Humas;Staff;3.32
192;andry;Divisi Humas;Staff;3.72
193;adityo;Divisi Humas;Staff;3.36
194;debby;Divisi Humas;Staff;3.59
195;siregar;Divisi Humas;Staff;3.83
196;rahmadhani;Divisi Humas;Staff;3.61
197;hari;Divisi Humas;Staff;2.7
198;kartini;Divisi Humas;Staff;2.57
199;benny;Divisi Humas;Staff;3.47
200;agung;Divisi Humas;Staff;3.9
201;yuli;Divisi Humas;Staff;3.4
202;fera;Divisi Humas;Staff;2.87
203;fitra;Divisi Humas;Staff;3.32
204;annisa;Divisi Humas;Staff;3.85
205;nuraini;Divisi Humas;Staff;2.76
206;samuel;Divisi Humas;Staff;3.93
207;mutia;Divisi Humas;Staff;2.84
208;nadya;Divisi Humas;Staff;3.31
209;arisandi;Divisi Humas;Staff;3.88
210;danu;Divisi Humas;Staff;3.33
211;grace;Divisi Humas;Staff;2.55
212;olivia;Divisi Humas;Staff;2.88
213;agustinus;Divisi Humas;Staff;3.92
214;muhammad;Divisi Humas;Staff;3.11
215;aditya;Divisi Humas;Staff;2.71
216;raditya;Divisi Humas;Staff;3.11
217;debora;Divisi Humas;Staff;2.85
218;suryadi;Divisi Humas;Staff;3.14
219;mustika;Divisi Humas;Staff;3.54
220;randy;Divisi Humas;Staff;3.19
221;afriani;Divisi Humas;Staff;2.73
222;christina;Divisi Humas;Staff;3.21
223;setia;Divisi Humas;Staff;3.41
224;henry;Divisi Humas;Staff;3.87
225;kurnia;Divisi Humas;Staff;3.92
226;putri;Divisi Humas;Staff;3.19
227;abdullah;Divisi Humas;Staff;2.65
228;ragil;Divisi Humas;Staff;2.89
229;hartati;Divisi Humas;Staff;2.96
230;syarifah;Divisi Humas;Staff;3.31
231;bayu;Divisi Humas;Staff;3.45
232;nelly;Divisi Humas;Staff;3.26
233;yanuar;Divisi Humas;Staff;3.21
234;mulia;Divisi Humas;Staff;3.95
235;tyas;Divisi Humas;Staff;3.57
236;desti;Divisi Humas;Staff;3.61
237;octaviani;Divisi Humas;Staff;3.45
238;irvan;Divisi Humas;Staff;3.89
239;jati;Divisi Humas;Staff;3.83
240;hartono;Divisi Humas;Staff;2.68
241;riyadi;Divisi Humas;Staff;3.62
242;wira;Divisi Humas;Staff;3.72
243;diyah;Divisi Humas;Staff;3.95
244;sinaga;Divisi Humas;Staff;3.84
245;yan;Divisi Humas;Staff;3.5
246;roni;Divisi Humas;Staff;3.7
247;niken;Divisi Humas;Staff;3.51
248;sapta;Divisi Humas;Staff;3.06
249;rian;Divisi Humas;Staff;3.57
250;teguh;Divisi Humas;Staff;2.77
251;maulana;Divisi Humas;Staff;3.05
252;febrina;Divisi Humas;Staff;3.18
253;guntur;Divisi Humas;Staff;3.9
254;apriyanti;Divisi Humas;Staff;2.53
255;atika;Divisi Humas;Staff;3.91
256;esti;Divisi Humas;Staff;2.87
257;setiadi;Divisi Humas;Staff;3.64
258;siahaan;Divisi Humas;Staff;2.59
259;ima;Divisi Humas;Staff;3.81
260;utama;Divisi Humas;Staff;3.11
261;dahlia;Divisi Humas;Staff;3.36
262;ketut;Divisi Humas;Staff;3.98
263;nurul;Divisi Humas;Staff;3.77
264;fransisca;Divisi Humas;Staff;3.62
265;wibowo;Divisi Humas;Staff;2.86
266;hesti;Divisi Humas;Staff;2.72
267;iwan;Divisi Humas;Staff;3.99
268;yuni;Divisi Humas;Staff;2.9
269;ervina;Divisi Humas;Staff;2.79
270;mira;Divisi Humas;Staff;3.05
271;suci;Divisi Humas;Staff;3.84
272;pradana;Divisi Humas;Staff;3.75
273;astrid;Divisi Humas;Staff;3.43
274;rachma;Divisi Humas;Staff;3.69
275;susilowati;Divisi Humas;Staff;3.46
276;christy;Divisi Humas;Staff;3.62
277;susanti;Divisi Humas;Staff;3.19
278;liza;Divisi Humas;Staff;3.11
279;tirta;Divisi Humas;Staff;2.81
280;palupi;Divisi Humas;Staff;3.43
281;david;Divisi Humas;Staff;3.04
282;sitti;Divisi Humas;Staff;3.06
283;adriani;Divisi Humas;Staff;3.88
284;wulansari;Divisi Humas;Staff;2.7
285;yuliana;Divisi Humas;Staff;3.21
286;fauziah;Divisi Humas;Staff;3.79
287;prasetyo;Divisi Humas;Staff;2.68
288;herman;Divisi Humas;Staff;3.43
289;betty;Divisi Humas;Staff;3.86
290;rosita;Divisi Humas;Staff;3.55
291;winda;Divisi Humas;Staff;3.0
292;irna;Divisi Humas;Staff;3.56
293;indrawan;Divisi Humas;Staff;3.23
294;rachman;Divisi Humas;Staff;3.2
295;iman;Divisi Humas;Staff;3.56
296;wahyuni;Divisi Humas;Staff;2.72
297;permatasari;Divisi Humas;Staff;2.57
298;ali;Divisi Humas;Staff;2.61
299;rahmah;Divisi Humas;Staff;2.7
300;noviyanti;Divisi Logistik;Ketua Divisi;3.26
301;syahrul;Divisi Logistik;Staff;3.46
302;wati;Divisi Logistik;Staff;3.01
303;christian;Divisi Logistik;Staff;3.66
304;isnaini;Divisi Logistik;Staff;3.35
305;saputro;Divisi Logistik;Staff;3.42
306;aminah;Divisi Logistik;Staff;3.96
307;sari;Divisi Logistik;Staff;3.47
308;napitupulu;Divisi Logistik;Staff;2.72
309;mulya;Divisi Logistik;Staff;3.23
310;sandi;Divisi Logistik;Staff;2.69
311;erwin;Divisi Logistik;Staff;3.14
312;kurniasari;Divisi Logistik;Staff;2.91
313;irawati;Divisi Logistik;Staff;3.97
314;umar;Divisi Logistik;Staff;3.64
315;alex;Divisi Logistik;Staff;2.69
316;eko;Divisi Logistik;Staff;3.17
317;eddy;Divisi Logistik;Staff;3.43
318;simbolon;Divisi Logistik;Staff;3.88
319;yanti;Divisi Logistik;Staff;2.63
320;iqbal;Divisi Logistik;Staff;3.11
321;sanjaya;Divisi Logistik;Staff;3.87
322;kurniawati;Divisi Logistik;Staff;3.6
323;widi;Divisi Logistik;Staff;2.84
324;dono;Divisi Logistik;Staff;3.88
325;gusti;Divisi Logistik;Staff;2.97
326;anna;Divisi Logistik;Staff;3.35
327;riska;Divisi Logistik;Staff;2.99
328;hani;Divisi Logistik;Staff;2.7
329;wulandari;Divisi Logistik;Staff;2.71
330;yun;Divisi Logistik;Staff;3.79
331;krisna;Divisi Logistik;Staff;2.63
332;andina;Divisi Logistik;Staff;3.02
333;bunga;Divisi Logistik;Staff;3.56
334;arista;Divisi Logistik;Staff;3.4
335;erna;Divisi Logistik;Staff;3.18
336;astria;Divisi Logistik;Staff;3.64
337;kumala;Divisi Logistik;Staff;3.46
338;wisnu;Divisi Logistik;Staff;2.67
339;aria;Divisi Logistik;Staff;2.89
340;mochammad;Divisi Logistik;Staff;2.59
341;ariyanto;Divisi Logistik;Staff;3.89
342;nana;Divisi Logistik;Staff;2.51
343;arif;Divisi Logistik;Staff;3.96
344;adinda;Divisi Logistik;Staff;2.93
345;simatupang;Divisi Logistik;Staff;3.71
346;huda;Divisi Logistik;Staff;3.19
347;anggara;Divisi Logistik;Staff;3.49
348;yohana;Divisi Logistik;Staff;2.66
349;risky;Divisi Logistik;Staff;3.08
350;puri;Divisi Logistik;Staff;3.33
351;latifah;Divisi Logistik;Staff;3.01
352;himawan;Divisi Logistik;Staff;3.71
353;soraya;Divisi Logistik;Staff;3.7
354;lydia;Divisi Logistik;Staff;3.82
355;herlina;Divisi Logistik;Staff;3.54
356;permana;Divisi Logistik;Staff;3.94
357;derry;Divisi Logistik;Staff;3.38
358;safitri;Divisi Logistik;Staff;3.17
359;monica;Divisi Logistik;Staff;2.61
360;asep;Divisi Logistik;Staff;2.66
361;wahyuningsih;Divisi Logistik;Staff;3.46
362;firmansyah;Divisi Logistik;Staff;2.93
363;jaya;Divisi Logistik;Staff;2.9
364;dodi;Divisi Logistik;Staff;2.65
365;ana;Divisi Logistik;Staff;2.56
366;edy;Divisi Logistik;Staff;3.61
367;cahya;Divisi Logistik;Staff;3.98
368;mukti;Divisi Logistik;Staff;3.49
369;theresia;Divisi Logistik;Staff;2.94
370;nurhayati;Divisi Logistik;Staff;3.28
371;henny;Divisi Logistik;Staff;3.65
372;khairunnisa;Divisi Logistik;Staff;2.93
373;galih;Divisi Logistik;Staff;3.79
374;dewa;Divisi Logistik;Staff;3.81
375;dyah;Divisi Logistik;Staff;3.1
376;agustin;Divisi Logistik;Staff;2.55
377;puspita;Divisi Logistik;Staff;3.24
378;andreas;Divisi Logistik;Staff;3.91
379;widiastuti;Divisi Logistik;Staff;3.94
380;tarigan;Divisi Logistik;Staff;2.63
381;ikhsan;Divisi Logistik;Staff;3.55
382;manik;Divisi Logistik;Staff;3.22
383;aryo;Divisi Logistik;Staff;3.54
384;ryan;Divisi Logistik;Staff;3.06
385;dita;Divisi Logistik;Staff;3.45
386;pipit;Divisi Logistik;Staff;3.89
387;savitri;Divisi Logistik;Staff;3.33
388;husnul;Divisi Logistik;Staff;3.76
389;ambarwati;Divisi Logistik;Staff;3.17
390;hana;Divisi Logistik;Staff;3.63
391;amanda;Divisi Logistik;Staff;2.55
392;elisabeth;Divisi Logistik;Staff;3.73
393;ayuningtyas;Divisi Logistik;Staff;3.23
394;prima;Divisi Logistik;Staff;3.01
395;listya;Divisi Logistik;Staff;3.03
396;lusiana;Divisi Logistik;Staff;3.77
397;syafitri;Divisi Logistik;Staff;2.6
398;aji;Divisi Logistik;Staff;3.87
399;hidayati;Divisi Logistik;Staff;3.85
