id;nama;divisi;jabatan;ipk
89;yusnita;Divisi Acara;Staff;3.48
90;murni;Divisi Acara;Staff;3.76
91;adrian;Divisi Acara;Staff;3.22
92;uswatun;Divisi Acara;Staff;2.5
93;kurniasih;Divisi Acara;Staff;3.98
94;febrina;Divisi Acara;Staff;3.18
95;andina;Divisi Acara;Staff;3.43
96;damayanti;Divisi Acara;Staff;3.61
97;novalia;Divisi Acara;Staff;3.54
98;marta;Divisi Acara;Staff;2.6
99;febrian;Divisi Acara;Staff;2.57
100;irfan;Divisi Acara;Staff;3.37
101;harahap;Divisi Acara;Staff;2.75
102;shinta;Divisi Acara;Staff;2.74
103;satrio;Divisi Acara;Staff;2.64
104;marlina;Divisi Acara;Staff;3.11
105;febriana;Divisi Acara;Staff;3.36
106;moch.;Divisi Acara;Staff;3.85
107;arum;Divisi Acara;Staff;3.43
108;prasetya;Divisi Acara;Staff;3.61
109;dedi;Divisi Acara;Staff;3.72
110;ina;Divisi Acara;Staff;2.66
111;sapto;Divisi Acara;Staff;3.68
112;riri;Divisi Acara;Staff;3.39
113;deasy;Divisi Acara;Staff;2.97
114;lukman;Divisi Acara;Staff;3.15
115;angelia;Divisi Acara;Staff;3.85
116;magdalena;Divisi Acara;Staff;3.9
117;friska;Divisi Acara;Staff;3.62
118;widiastuti;Divisi Acara;Staff;3.73
119;edi;Divisi Acara;Staff;2.99
120;ilham;Divisi Acara;Staff;3.85
121;fransisca;Divisi Acara;Staff;3.8
122;wira;Divisi Acara;Staff;3.6
123;darma;Divisi Acara;Staff;3.98
124;mayang;Divisi Acara;Staff;3.06
125;irna;Divisi Acara;Staff;2.84
126;pratomo;Divisi Acara;Staff;3.62
127;febri;Divisi Acara;Staff;2.93
128;azhar;Divisi Acara;Staff;3.18
129;romi;Divisi Acara;Staff;3.19
130;khairunnisa;Divisi Acara;Staff;2.58
131;afni;Divisi Acara;Staff;3.58
132;noviyanti;Divisi Acara;Staff;2.84
133;rahmad;Divisi Acara;Staff;3.2
134;yulianto;Divisi Acara;Staff;2.88
135;manik;Divisi Acara;Staff;3.14
136;sinaga;Divisi Acara;Staff;2.58
137;dhani;Divisi Acara;Staff;3.92
138;sitorus;Divisi Acara;Staff;3.21
139;septiana;Divisi Acara;Staff;2.6
140;iwan;Divisi Acara;Staff;3.6
141;linda;Divisi Acara;Staff;3.53
142;farida;Divisi Acara;Staff;2.51
143;iman;Divisi Acara;Staff;3.77
144;irma;Divisi Acara;Staff;3.86
145;ari;Divisi Acara;Staff;3.45
146;faisal;Divisi Acara;Staff;3.72
147;siregar;Divisi Acara;Staff;2.66
148;yuda;Divisi Acara;Staff;3.29
149;aminah;Divisi Acara;Staff;3.59
150;sapta;Divisi Acara;Staff;2.89
151;henny;Divisi Acara;Staff;2.52
152;devy;Divisi Acara;Staff;3.7
153;astria;Divisi Acara;Staff;3.97
154;melisa;Divisi Acara;Staff;3.19
155;amir;Divisi Acara;Staff;3.9
156;arifah;Divisi Acara;Staff;3.96
157;jayanti;Divisi Acara;Staff;3.94
158;purwanto;Divisi Acara;Staff;2.75
159;laili;Divisi Acara;Staff;3.7
160;yulita;Divisi Humas;Ketua Divisi;3.42
161;ruth;Divisi Humas;Staff;3.62
162;widi;Divisi Humas;Staff;3.16
163;bintang;Divisi Humas;Staff;3.54
164;galih;Divisi Humas;Staff;2.99
165;syarif;Divisi Humas;Staff;3.46
166;miftahul;Divisi Humas;Staff;3.87
167;utari;Divisi Humas;Staff;3.65
168;irwan;Divisi Humas;Staff;2.96
169;sakti;Divisi Humas;Staff;3.37
170;umar;Divisi Humas;Staff;3.62
171;salman;Divisi Humas;Staff;3.86
172;citra;Divisi Humas;Staff;3.01
173;agustinus;Divisi Humas;Staff;2.93
174;harry;Divisi Humas;Staff;3.22
175;herlina;Divisi Humas;Staff;3.39
176;nur;Divisi Humas;Staff;3.75
177;saputro;Divisi Humas;Staff;3.56
178;erik;Divisi Humas;Staff;3.39
179;anggraeni;Divisi Humas;Staff;3.42
180;ardiansyah;Divisi Humas;Staff;3.32
181;yuanita;Divisi Humas;Staff;3.29
182;ayuningtyas;Divisi Humas;Staff;3.22
183;suci;Divisi Humas;Staff;3.68
184;azmi;Divisi Humas;Staff;3.85
185;kartika;Divisi Humas;Staff;3.26
186;wijayanti;Divisi Humas;Staff;3.86
187;iskandar;Divisi Humas;Staff;3.89
188;ardi;Divisi Humas;Staff;2.7
189;vivi;Divisi Humas;Staff;3.63
190;hanifah;Divisi Humas;Staff;3.3
191;ivan;Divisi Humas;Staff;3.06
192;randy;Divisi Humas;Staff;2.58
193;hajar;Divisi Humas;Staff;3.01
194;asih;Divisi Humas;Staff;2.53
195;septian;Divisi Humas;Staff;3.76
196;rifki;Divisi Humas;Staff;2.7
197;santy;Divisi Humas;Staff;3.47
198;sutrisno;Divisi Humas;Staff;3.08
199;anastasia;Divisi Humas;Staff;3.38
200;pasaribu;Divisi Humas;Staff;3.03
201;fitriah;Divisi Humas;Staff;3.02
202;lydia;Divisi Humas;Staff;2.52
203;himawan;Divisi Humas;Staff;2.7
204;denny;Divisi Humas;Staff;3.92
205;purwaningsih;Divisi Humas;Staff;3.61
206;panjaitan;Divisi Humas;Staff;2.59
207;noni;Divisi Humas;Staff;2.99
208;arie;Divisi Humas;Staff;3.76
209;yudi;Divisi Humas;Staff;2.89
210;christie;Divisi Humas;Staff;3.44
211;istiqomah;Divisi Humas;Staff;3.45
212;nani;Divisi Humas;Staff;3.89
213;adityo;Divisi Humas;Staff;3.98
214;erma;Divisi Humas;Staff;2.72
215;fika;Divisi Humas;Staff;2.65
216;aditya;Divisi Humas;Staff;2.54
217;nurjanah;Divisi Humas;Staff;2.58
218;sulistyowati;Divisi Humas;Staff;3.13
219;tria;Divisi Humas;Staff;3.36
220;kharisma;Divisi Humas;Staff;3.3
221;selly;Divisi Humas;Staff;2.6
222;eliza;Divisi Humas;Staff;3.34
223;grace;Divisi Humas;Staff;3.82
224;riska;Divisi Humas;Staff;2.95
225;atik;Divisi Humas;Staff;3.69
226;syafitri;Divisi Humas;Staff;3.03
227;abidin;Divisi Humas;Staff;3.48
228;agustina;Divisi Humas;Staff;3.84
229;indriyani;Divisi Humas;Staff;2.85
230;haryanto;Divisi Humas;Staff;3.39
231;ika;Divisi Humas;Staff;2.59
232;maulina;Divisi Humas;Staff;2.72
233;riyadi;Divisi Humas;Staff;2.85
234;yunia;Divisi Humas;Staff;2.63
235;cindy;Divisi Humas;Staff;3.03
236;nora;Divisi Humas;Staff;3.74
237;asti;Divisi Humas;Staff;2.73
238;kusuma;Divisi Humas;Staff;3.89
239;aprilia;Divisi Humas;Staff;3.08
240;fera;Divisi Humas;Staff;3.41
241;natalia;Divisi Humas;Staff;2.55
242;syamsul;Divisi Humas;Staff;2.6
243;roro;Divisi Humas;Staff;3.97
244;fitri;Divisi Humas;Staff;2.77
245;sofia;Divisi Humas;Staff;3.37
246;rahma;Divisi Humas;Staff;2.77
247;setiadi;Divisi Humas;Staff;2.92
248;laila;Divisi Humas;Staff;3.65
249;anggit;Divisi Humas;Staff;2.56
250;iqbal;Divisi Humas;Staff;2.65
251;juli;Divisi Humas;Staff;2.81
252;andriani;Divisi Humas;Staff;3.82
253;manurung;Divisi Humas;Staff;3.02
254;saputra;Divisi Humas;Staff;3.13
255;sitompul;Divisi Humas;Staff;2.93
256;rachmawati;Divisi Humas;Staff;2.56
257;sartika;Divisi Humas;Staff;3.78
258;junita;Divisi Humas;Staff;3.86
259;elfrida;Divisi Humas;Staff;2.7
260;muttaqin;Divisi Humas;Staff;3.33
261;lumban;Divisi Humas;Staff;3.4
262;yuliana;Divisi Humas;Staff;3.4
263;arista;Divisi Humas;Staff;3.22
264;anak;Divisi Humas;Staff;3.36
265;dody;Divisi Humas;Staff;2.68
266;martha;Divisi Humas;Staff;3.64
267;ary;Divisi Humas;Staff;3.61
268;aji;Divisi Humas;Staff;2.53
269;lilis;Divisi Humas;Staff;2.55
270;anggun;Divisi Humas;Staff;2.8
271;herawati;Divisi Humas;Staff;3.49
272;gilang;Divisi Humas;Staff;2.73
273;robby;Divisi Humas;Staff;3.87
274;novianti;Divisi Humas;Staff;3.39
275;hanna;Divisi Humas;Staff;2.83
276;kusumastuti;Divisi Humas;Staff;3.97
277;azis;Divisi Humas;Staff;2.72
278;kukuh;Divisi Humas;Staff;3.68
279;desti;Divisi Humas;Staff;2.58
280;maryati;Divisi Humas;Staff;2.93
281;herman;Divisi Humas;Staff;3.25
282;irene;Divisi Humas;Staff;3.75
283;raden;Divisi Humas;Staff;3.89
284;wahyudi;Divisi Humas;Staff;3.96
285;alfian;Divisi Humas;Staff;2.5
286;purnomo;Divisi Humas;Staff;3.78
287;fitriani;Divisi Humas;Staff;3.72
288;yulianti;Divisi Humas;Staff;3.27
289;yenny;Divisi Humas;Staff;3.57
290;herry;Divisi Humas;Staff;2.89
291;diah;Divisi Humas;Staff;2.51
292;hapsari;Divisi Humas;Staff;2.96
293;evy;Divisi Humas;Staff;3.77
294;made;Divisi Humas;Staff;3.47
295;piter;Divisi Humas;Staff;3.46
296;anna;Divisi Humas;Staff;3.28
297;agnes;Divisi Humas;Staff;2.57
298;aan;Divisi Humas;Staff;2.97
299;yusuf;Divisi Humas;Staff;3.36
300;dedy;Divisi Logistik;Ketua Divisi;3.02
301;leny;Divisi Logistik;Staff;3.93
302;fadli;Divisi Logistik;Staff;2.53
303;angelina;Divisi Logistik;Staff;3.57
304;gina;Divisi Logistik;Staff;2.54
305;hermanto;Divisi Logistik;Staff;3.26
306;widodo;Divisi Logistik;Staff;3.28
307;endang;Divisi Logistik;Staff;3.32
308;febrianti;Divisi Logistik;Staff;3.19
309;eri;Divisi Logistik;Staff;3.77
310;napitupulu;Divisi Logistik;Staff;2.98
311;nyoman;Divisi Logistik;Staff;3.7
312;rizky;Divisi Logistik;Staff;3.67
313;ernawati;Divisi Logistik;Staff;3.48
314;arisandi;Divisi Logistik;Staff;3.1
315;andreas;Divisi Logistik;Staff;3.49
316;wulan;Divisi Logistik;Staff;3.37
317;rinaldi;Divisi Logistik;Staff;3.75
318;nelly;Divisi Logistik;Staff;3.13
319;kadek;Divisi Logistik;Staff;3.35
320;raditya;Divisi Logistik;Staff;2.86
321;tambunan;Divisi Logistik;Staff;3.53
322;astri;Divisi Logistik;Staff;3.49
323;wayan;Divisi Logistik;Staff;3.28
324;riana;Divisi Logistik;Staff;2.83
325;leonardo;Divisi Logistik;Staff;3.34
326;mei;Divisi Logistik;Staff;3.03
327;mira;Divisi Logistik;Staff;3.3
328;amri;Divisi Logistik;Staff;3.97
329;ragil;Divisi Logistik;Staff;3.66
330;nurina;Divisi Logistik;Staff;3.4
331;andry;Divisi Logistik;Staff;3.78
332;tiara;Divisi Logistik;Staff;3.22
333;aini;Divisi Logistik;Staff;2.68
334;kumalasari;Divisi Logistik;Staff;3.94
335;taufan;Divisi Logistik;Staff;2.81
336;octaviani;Divisi Logistik;Staff;3.46
337;oktavia;Divisi Logistik;Staff;3.06
338;tulus;Divisi Logistik;Staff;3.2
339;adipati;Divisi Logistik;Staff;3.03
340;mirza;Divisi Logistik;Staff;3.92
341;achmad;Divisi Logistik;Staff;3.78
342;santoso;Divisi Logistik;Staff;3.63
343;sandi;Divisi Logistik;Staff;2.59
344;haris;Divisi Logistik;Staff;3.46
345;catur;Divisi Logistik;Staff;3.53
346;isnaini;Divisi Logistik;Staff;3.4
347;hendro;Divisi Logistik;Staff;2.58
348;muh.;Divisi Logistik;Staff;2.72
349;devita;Divisi Logistik;Staff;2.51
350;yudhi;Divisi Logistik;Staff;3.17
351;indrawan;Divisi Logistik;Staff;2.57
352;agustini;Divisi Logistik;Staff;2.7
353;andri;Divisi Logistik;Staff;3.93
354;nina;Divisi Logistik;Staff;2.74
355;hesti;Divisi Logistik;Staff;3.88
356;amanda;Divisi Logistik;Staff;3.62
357;yeni;Divisi Logistik;Staff;2.59
358;pamungkas;Divisi Logistik;Staff;2.67
359;adhi;Divisi Logistik;Staff;3.33
360;permata;Divisi Logistik;Staff;3.29
361;handoko;Divisi Logistik;Staff;3.12
362;komang;Divisi Logistik;Staff;3.1
363;ariyanti;Divisi Logistik;Staff;2.97
364;yanuar;Divisi Logistik;Staff;3.49
365;wardani;Divisi Logistik;Staff;3.69
366;novia;Divisi Logistik;Staff;3.18
367;hendra;Divisi Logistik;Staff;3.21
368;cahya;Divisi Logistik;Staff;3.67
369;chandra;Divisi Logistik;Staff;2.78
370;fitria;Divisi Logistik;Staff;2.71
371;yan;Divisi Logistik;Staff;3.58
372;prima;Divisi Logistik;Staff;3.2
373;abdul;Divisi Logistik;Staff;2.53
374;tika;Divisi Logistik;Staff;3.97
375;mardiana;Divisi Logistik;Staff;2.54
376;syarifah;Divisi Logistik;Staff;2.52
377;sigit;Divisi Logistik;Staff;2.99
378;diyah;Divisi Logistik;Staff;3.31
379;saraswati;Divisi Logistik;Staff;3.14
380;budi;Divisi Logistik;Staff;3.44
381;wiwin;Divisi Logistik;Staff;2.97
382;andhika;Divisi Logistik;Staff;3.92
383;riani;Divisi Logistik;Staff;3.88
384;titi;Divisi Logistik;Staff;3.35
385;setyowati;Divisi Logistik;Staff;3.93
386;amalia;Divisi Logistik;Staff;3.76
387;restu;Divisi Logistik;Staff;3.63
388;mutiara;Divisi Logistik;Staff;2.85
389;anggoro;Divisi Logistik;Staff;2.83
390;anjar;Divisi Logistik;Staff;3.33
391;soraya;Divisi Logistik;Staff;3.59
392;mutia;Divisi Logistik;Staff;3.97
393;hendri;Divisi Logistik;Staff;3.53
394;mulia;Divisi Logistik;Staff;2.74
395;putra;Divisi Logistik;Staff;3.8
396;nurmala;Divisi Logistik;Staff;3.8
397;ali;Divisi Logistik;Staff;3.14
398;jonatan;Divisi Logistik;Staff;3.58
399;sahat;Divisi Logistik;Staff;2.58
