id;nama;divisi;jabatan;ipk
89;yusnita;Divisi Acara;Staff;3.48
90;murni;Divisi Acara;Staff;3.76
91;adrian;Divisi Acara;Staff;3.22
92;uswatun;Divisi Acara;Staff;2.5
93;kurniasih;Divisi Acara;Staff;3.98
94;febrina;Divisi Acara;Staff;3.18
95;andina;Divisi Acara;Staff;3.43
96;damayanti;Divisi Acara;Staff;3.61
97;novalia;Divisi Acara;Staff;3.54
98;marta;Divisi Acara;Staff;2.6
99;febrian;Divisi Acara;Staff;2.57
100;irfan;Divisi Acara;Staff;3.37
101;harahap;Divisi Acara;Staff;2.75
102;shinta;Divisi Acara;Staff;2.74
103;satrio;Divisi Acara;Staff;2.64
104;marlina;Divisi Acara;Staff;3.11
105;febriana;Divisi Acara;Staff;3.36
106;moch.;Divisi Acara;Staff;3.85
107;arum;Divisi Acara;Staff;3.43
108;prasetya;Divisi Acara;Staff;3.61
109;dedi;Divisi Acara;Staff;3.72
110;ina;Divisi Acara;Staff;2.66
111;sapto;Divisi Acara;Staff;3.68
112;riri;Divisi Acara;Staff;3.39
113;deasy;Divisi Acara;Staff;2.97
114;lukman;Divisi Acara;Staff;3.15
115;angelia;Divisi Acara;Staff;3.85
116;magdalena;Divisi Acara;Staff;3.9
117;friska;Divisi Acara;Staff;3.62
118;widiastuti;Divisi Acara;Staff;3.73
119;edi;Divisi Acara;Staff;2.99
120;ilham;Divisi Acara;Staff;3.85
121;fransisca;Divisi Acara;Staff;3.8
122;wira;Divisi Acara;Staff;3.6
123;darma;Divisi Acara;Staff;3.98
124;mayang;Divisi Acara;Staff;3.06
125;irna;Divisi Acara;Staff;2.84
126;pratomo;Divisi Acara;Staff;3.62
127;febri;Divisi Acara;Staff;2.93
128;azhar;Divisi Acara;Staff;3.18
129;romi;Divisi Acara;Staff;3.19
130;khairunnisa;Divisi Acara;Staff;2.58
131;afni;Divisi Acara;Staff;3.58
132;noviyanti;Divisi Acara;Staff;2.84
133;rahmad;Divisi Acara;Staff;3.2
134;yulianto;Divisi Acara;Staff;2.88
135;manik;Divisi Acara;Staff;3.14
136;sinaga;Divisi Acara;Staff;2.58
137;dhani;Divisi Acara;Staff;3.92
138;sitorus;Divisi Acara;Staff;3.21
139;septiana;Divisi Acara;Staff;2.6
140;iwan;Divisi Acara;Staff;3.6
141;linda;Divisi Acara;Staff;3.53
142;farida;Divisi Acara;Staff;2.51
143;iman;Divisi Acara;Staff;3.77
144;irma;Divisi Acara;Staff;3.86
145;ari;Divisi Acara;Staff;3.45
146;faisal;Divisi Acara;Staff;3.72
147;siregar;Divisi Acara;Staff;2.66
148;yuda;Divisi Acara;Staff;3.29
149;aminah;Divisi Acara;Staff;3.59
150;sapta;Divisi Acara;Staff;2.89
151;henny;Divisi Acara;Staff;2.52
152;devy;Divisi Acara;Staff;3.7
153;astria;Divisi Acara;Staff;3.97
154;melisa;Divisi Acara;Staff;3.19
155;amir;Divisi Acara;Staff;3.9
156;arifah;Divisi Acara;Staff;3.96
157;jayanti;Divisi Acara;Staff;3.94
158;purwanto;Divisi Acara;Staff;2.75
159;laili;Divisi Acara;Staff;3.7
160;yulita;Divisi Acara;Staff;3.42
161;ruth;Divisi Acara;Staff;3.62
162;widi;Divisi Acara;Staff;3.16
163;bintang;Divisi Acara;Staff;3.54
164;galih;Divisi Acara;Staff;2.99
165;syarif;Divisi Acara;Staff;3.46
166;miftahul;Divisi Acara;Staff;3.87
167;utari;Divisi Acara;Staff;3.65
168;irwan;Divisi Acara;Staff;2.96
169;sakti;Divisi Acara;Staff;3.37
170;umar;Divisi Acara;Staff;3.62
171;salman;Divisi Acara;Staff;3.86
172;citra;Divisi Acara;Staff;3.01
173;agustinus;Divisi Acara;Staff;2.93
174;harry;Divisi Acara;Staff;3.22
175;herlina;Divisi Acara;Staff;3.39
176;nur;Divisi Acara;Staff;3.75
177;saputro;Divisi Acara;Staff;3.56
178;erik;Divisi Acara;Staff;3.39
179;anggraeni;Divisi Acara;Staff;3.42
180;ardiansyah;Divisi Acara;Staff;3.32
181;yuanita;Divisi Acara;Staff;3.29
182;ayuningtyas;Divisi Acara;Staff;3.22
183;suci;Divisi Acara;Staff;3.68
184;azmi;Divisi Acara;Staff;3.85
185;kartika;Divisi Acara;Staff;3.26
186;wijayanti;Divisi Acara;Staff;3.86
187;iskandar;Divisi Acara;Staff;3.89
188;ardi;Divisi Acara;Staff;2.7
189;vivi;Divisi Acara;Staff;3.63
190;hanifah;Divisi Acara;Staff;3.3
191;ivan;Divisi Acara;Staff;3.06
192;randy;Divisi Acara;Staff;2.58
193;hajar;Divisi Acara;Staff;3.01
194;asih;Divisi Acara;Staff;2.53
195;septian;Divisi Acara;Staff;3.76
196;rifki;Divisi Acara;Staff;2.7
197;santy;Divisi Acara;Staff;3.47
198;sutrisno;Divisi Acara;Staff;3.08
199;anastasia;Divisi Acara;Staff;3.38
200;pasaribu;Divisi Acara;Staff;3.03
201;fitriah;Divisi Acara;Staff;3.02
202;lydia;Divisi Acara;Staff;2.52
203;himawan;Divisi Acara;Staff;2.7
204;denny;Divisi Acara;Staff;3.92
205;purwaningsih;Divisi Acara;Staff;3.61
206;panjaitan;Divisi Acara;Staff;2.59
207;noni;Divisi Acara;Staff;2.99
208;arie;Divisi Acara;Staff;3.76
209;yudi;Divisi Acara;Staff;2.89
210;christie;Divisi Acara;Staff;3.44
211;istiqomah;Divisi Acara;Staff;3.45
212;nani;Divisi Acara;Staff;3.89
213;adityo;Divisi Acara;Staff;3.98
214;erma;Divisi Acara;Staff;2.72
215;fika;Divisi Acara;Staff;2.65
216;aditya;Divisi Acara;Staff;2.54
217;nurjanah;Divisi Acara;Staff;2.58
218;sulistyowati;Divisi Acara;Staff;3.13
219;tria;Divisi Acara;Staff;3.36
220;kharisma;Divisi Acara;Staff;3.3
221;selly;Divisi Acara;Staff;2.6
222;eliza;Divisi Acara;Staff;3.34
223;grace;Divisi Acara;Staff;3.82
224;riska;Divisi Acara;Staff;2.95
225;atik;Divisi Acara;Staff;3.69
226;syafitri;Divisi Acara;Staff;3.03
227;abidin;Divisi Acara;Staff;3.48
228;agustina;Divisi Acara;Staff;3.84
229;indriyani;Divisi Acara;Staff;2.85
230;haryanto;Divisi Acara;Staff;3.39
231;ika;Divisi Acara;Staff;2.59
232;maulina;Divisi Acara;Staff;2.72
233;riyadi;Divisi Acara;Staff;2.85
234;yunia;Divisi Acara;Staff;2.63
235;cindy;Divisi Acara;Staff;3.03
236;nora;Divisi Acara;Staff;3.74
237;asti;Divisi Acara;Staff;2.73
238;kusuma;Divisi Acara;Staff;3.89
239;aprilia;Divisi Acara;Staff;3.08
240;fera;Divisi Acara;Staff;3.41
241;natalia;Divisi Acara;Staff;2.55
242;syamsul;Divisi Acara;Staff;2.6
243;roro;Divisi Acara;Staff;3.97
244;fitri;Divisi Acara;Staff;2.77
245;sofia;Divisi Acara;Staff;3.37
246;rahma;Divisi Acara;Staff;2.77
247;setiadi;Divisi Acara;Staff;2.92
248;laila;Divisi Acara;Staff;3.65
249;anggit;Divisi Acara;Staff;2.56
250;iqbal;Divisi Acara;Staff;2.65
251;juli;Divisi Acara;Staff;2.81
252;andriani;Divisi Acara;Staff;3.82
253;manurung;Divisi Acara;Staff;3.02
254;saputra;Divisi Acara;Staff;3.13
255;sitompul;Divisi Acara;Staff;2.93
256;rachmawati;Divisi Acara;Staff;2.56
257;sartika;Divisi Acara;Staff;3.78
258;junita;Divisi Acara;Staff;3.86
259;elfrida;Divisi Acara;Staff;2.7
260;muttaqin;Divisi Acara;Staff;3.33
261;lumban;Divisi Acara;Staff;3.4
262;yuliana;Divisi Acara;Staff;3.4
263;arista;Divisi Acara;Staff;3.22
264;anak;Divisi Acara;Staff;3.36
265;dody;Divisi Acara;Staff;2.68
266;martha;Divisi Acara;Staff;3.64
267;ary;Divisi Acara;Staff;3.61
268;aji;Divisi Acara;Staff;2.53
269;lilis;Divisi Acara;Staff;2.55
270;anggun;Divisi Acara;Staff;2.8
271;herawati;Divisi Acara;Staff;3.49
272;gilang;Divisi Acara;Staff;2.73
273;robby;Divisi Acara;Staff;3.87
274;novianti;Divisi Acara;Staff;3.39
275;hanna;Divisi Acara;Staff;2.83
276;kusumastuti;Divisi Acara;Staff;3.97
277;azis;Divisi Acara;Staff;2.72
278;kukuh;Divisi Acara;Staff;3.68
279;desti;Divisi Acara;Staff;2.58
280;maryati;Divisi Humas;Ketua Divisi;2.93
281;herman;Divisi Humas;Staff;3.25
282;irene;Divisi Humas;Staff;3.75
283;raden;Divisi Humas;Staff;3.89
284;wahyudi;Divisi Humas;Staff;3.96
285;alfian;Divisi Humas;Staff;2.5
286;purnomo;Divisi Humas;Staff;3.78
287;fitriani;Divisi Humas;Staff;3.72
288;yulianti;Divisi Humas;Staff;3.27
289;yenny;Divisi Humas;Staff;3.57
290;herry;Divisi Humas;Staff;2.89
291;diah;Divisi Humas;Staff;2.51
292;hapsari;Divisi Humas;Staff;2.96
293;evy;Divisi Humas;Staff;3.77
294;made;Divisi Humas;Staff;3.47
295;piter;Divisi Humas;Staff;3.46
296;anna;Divisi Humas;Staff;3.28
297;agnes;Divisi Humas;Staff;2.57
298;aan;Divisi Humas;Staff;2.97
299;yusuf;Divisi Humas;Staff;3.36
300;dedy;Divisi Humas;Staff;3.02
301;leny;Divisi Humas;Staff;3.93
302;fadli;Divisi Humas;Staff;2.53
303;angelina;Divisi Humas;Staff;3.57
304;gina;Divisi Humas;Staff;2.54
305;hermanto;Divisi Humas;Staff;3.26
306;widodo;Divisi Humas;Staff;3.28
307;endang;Divisi Humas;Staff;3.32
308;febrianti;Divisi Humas;Staff;3.19
309;eri;Divisi Humas;Staff;3.77
310;napitupulu;Divisi Humas;Staff;2.98
311;nyoman;Divisi Humas;Staff;3.7
312;rizky;Divisi Humas;Staff;3.67
313;ernawati;Divisi Humas;Staff;3.48
314;arisandi;Divisi Humas;Staff;3.1
315;andreas;Divisi Humas;Staff;3.49
316;wulan;Divisi Humas;Staff;3.37
317;rinaldi;Divisi Humas;Staff;3.75
318;nelly;Divisi Humas;Staff;3.13
319;kadek;Divisi Humas;Staff;3.35
320;raditya;Divisi Humas;Staff;2.86
321;tambunan;Divisi Humas;Staff;3.53
322;astri;Divisi Humas;Staff;3.49
323;wayan;Divisi Humas;Staff;3.28
324;riana;Divisi Humas;Staff;2.83
325;leonardo;Divisi Humas;Staff;3.34
326;mei;Divisi Humas;Staff;3.03
327;mira;Divisi Humas;Staff;3.3
328;amri;Divisi Humas;Staff;3.97
329;ragil;Divisi Humas;Staff;3.66
330;nurina;Divisi Humas;Staff;3.4
331;andry;Divisi Humas;Staff;3.78
332;tiara;Divisi Humas;Staff;3.22
333;aini;Divisi Humas;Staff;2.68
334;kumalasari;Divisi Humas;Staff;3.94
335;taufan;Divisi Humas;Staff;2.81
336;octaviani;Divisi Humas;Staff;3.46
337;oktavia;Divisi Humas;Staff;3.06
338;tulus;Divisi Humas;Staff;3.2
339;adipati;Divisi Humas;Staff;3.03
340;mirza;Divisi Humas;Staff;3.92
341;achmad;Divisi Humas;Staff;3.78
342;santoso;Divisi Humas;Staff;3.63
343;sandi;Divisi Humas;Staff;2.59
344;haris;Divisi Humas;Staff;3.46
345;catur;Divisi Humas;Staff;3.53
346;isnaini;Divisi Humas;Staff;3.4
347;hendro;Divisi Humas;Staff;2.58
348;muh.;Divisi Humas;Staff;2.72
349;devita;Divisi Humas;Staff;2.51
350;yudhi;Divisi Humas;Staff;3.17
351;indrawan;Divisi Humas;Staff;2.57
352;agustini;Divisi Humas;Staff;2.7
353;andri;Divisi Humas;Staff;3.93
354;nina;Divisi Humas;Staff;2.74
355;hesti;Divisi Humas;Staff;3.88
356;amanda;Divisi Humas;Staff;3.62
357;yeni;Divisi Humas;Staff;2.59
358;pamungkas;Divisi Humas;Staff;2.67
359;adhi;Divisi Humas;Staff;3.33
360;permata;Divisi Humas;Staff;3.29
361;handoko;Divisi Humas;Staff;3.12
362;komang;Divisi Humas;Staff;3.1
363;ariyanti;Divisi Humas;Staff;2.97
364;yanuar;Divisi Humas;Staff;3.49
365;wardani;Divisi Humas;Staff;3.69
366;novia;Divisi Humas;Staff;3.18
367;hendra;Divisi Humas;Staff;3.21
368;cahya;Divisi Humas;Staff;3.67
369;chandra;Divisi Humas;Staff;2.78
370;fitria;Divisi Humas;Staff;2.71
371;yan;Divisi Humas;Staff;3.58
372;prima;Divisi Humas;Staff;3.2
373;abdul;Divisi Humas;Staff;2.53
374;tika;Divisi Humas;Staff;3.97
375;mardiana;Divisi Humas;Staff;2.54
376;syarifah;Divisi Humas;Staff;2.52
377;sigit;Divisi Humas;Staff;2.99
378;diyah;Divisi Humas;Staff;3.31
379;saraswati;Divisi Humas;Staff;3.14
380;budi;Divisi Humas;Staff;3.44
381;wiwin;Divisi Humas;Staff;2.97
382;andhika;Divisi Humas;Staff;3.92
383;riani;Divisi Humas;Staff;3.88
384;titi;Divisi Humas;Staff;3.35
385;setyowati;Divisi Humas;Staff;3.93
386;amalia;Divisi Humas;Staff;3.76
387;restu;Divisi Humas;Staff;3.63
388;mutiara;Divisi Humas;Staff;2.85
389;anggoro;Divisi Humas;Staff;2.83
390;anjar;Divisi Humas;Staff;3.33
391;soraya;Divisi Humas;Staff;3.59
392;mutia;Divisi Humas;Staff;3.97
393;hendri;Divisi Humas;Staff;3.53
394;mulia;Divisi Humas;Staff;2.74
395;putra;Divisi Humas;Staff;3.8
396;nurmala;Divisi Humas;Staff;3.8
397;ali;Divisi Humas;Staff;3.14
398;jonatan;Divisi Humas;Staff;3.58
399;sahat;Divisi Humas;Staff;2.58
400;suryadi;Divisi Humas;Staff;3.95
401;rony;Divisi Humas;Staff;2.52
402;juliana;Divisi Humas;Staff;3.8
403;ratnawati;Divisi Humas;Staff;3.97
404;ratih;Divisi Humas;Staff;3.86
405;sanjaya;Divisi Humas;Staff;2.69
406;lala;Divisi Humas;Staff;3.16
407;johan;Divisi Humas;Staff;3.41
408;dinar;Divisi Humas;Staff;3.37
409;rachmat;Divisi Humas;Staff;3.56
410;apriyanti;Divisi Humas;Staff;3.66
411;azizah;Divisi Humas;Staff;3.02
412;ria;Divisi Humas;Staff;3.66
413;pandu;Divisi Humas;Staff;3.62
414;anggara;Divisi Humas;Staff;3.72
415;hastuti;Divisi Humas;Staff;3.42
416;novita;Divisi Humas;Staff;2.7
417;oktarina;Divisi Humas;Staff;3.4
418;purba;Divisi Humas;Staff;3.81
419;anwar;Divisi Humas;Staff;2.75
420;desy;Divisi Humas;Staff;3.38
421;andre;Divisi Humas;Staff;2.94
422;martin;Divisi Humas;Staff;2.68
423;aries;Divisi Humas;Staff;3.09
424;khotimah;Divisi Humas;Staff;2.82
425;pradipta;Divisi Humas;Staff;3.01
426;tarigan;Divisi Humas;Staff;2.69
427;fajar;Divisi Humas;Staff;3.27
428;luh;Divisi Humas;Staff;2.68
429;fuad;Divisi Humas;Staff;2.84
430;andrian;Divisi Humas;Staff;3.74
431;dicky;Divisi Humas;Staff;3.76
432;ekawati;Divisi Humas;Staff;2.52
433;agustin;Divisi Humas;Staff;3.89
434;ismail;Divisi Humas;Staff;3.11
435;christine;Divisi Humas;Staff;3.53
436;ridwan;Divisi Humas;Staff;2.93
437;hendy;Divisi Humas;Staff;3.86
438;amin;Divisi Humas;Staff;3.95
439;gultom;Divisi Humas;Staff;2.59
440;widyastuti;Divisi Humas;Staff;2.9
441;sri;Divisi Humas;Staff;3.82
442;ariyanto;Divisi Humas;Staff;3.73
443;jati;Divisi Humas;Staff;3.38
444;zulfikar;Divisi Humas;Staff;2.79
445;dita;Divisi Humas;Staff;3.08
446;umi;Divisi Humas;Staff;3.61
447;ulfa;Divisi Humas;Staff;2.94
448;kurniati;Divisi Humas;Staff;2.92
449;pribadi;Divisi Humas;Staff;3.64
450;priyo;Divisi Humas;Staff;3.0
451;trisna;Divisi Humas;Staff;3.02
452;paramitha;Divisi Humas;Staff;3.58
453;safitri;Divisi Humas;Staff;2.6
454;pratama;Divisi Humas;Staff;2.7
455;poppy;Divisi Humas;Staff;3.63
456;deny;Divisi Humas;Staff;2.53
457;dani;Divisi Humas;Staff;2.96
458;rani;Divisi Humas;Staff;3.06
459;mariana;Divisi Humas;Staff;3.82
460;desi;Divisi Humas;Staff;3.38
461;palupi;Divisi Humas;Staff;3.63
462;afriani;Divisi Humas;Staff;3.76
463;ester;Divisi Humas;Staff;2.6
464;pratiwi;Divisi Humas;Staff;3.34
465;kiki;Divisi Humas;Staff;2.92
466;rahmadhani;Divisi Humas;Staff;3.42
467;efendi;Divisi Humas;Staff;3.36
468;triana;Divisi Humas;Staff;2.89
469;era;Divisi Humas;Staff;3.12
470;saragih;Divisi Humas;Staff;2.72
471;ayu;Divisi Humas;Staff;2.66
472;nila;Divisi Humas;Staff;3.54
473;wahyuningsih;Divisi Humas;Staff;3.54
474;sulastri;Divisi Humas;Staff;3.57
475;hanum;Divisi Humas;Staff;3.36
476;yuliani;Divisi Humas;Staff;2.96
477;pertiwi;Divisi Humas;Staff;3.44
478;tommy;Divisi Humas;Staff;3.04
479;kusumawati;Divisi Humas;Staff;3.85
480;monica;Divisi Humas;Staff;3.78
481;edy;Divisi Humas;Staff;3.77
482;dewi;Divisi Humas;Staff;2.59
483;hidayah;Divisi Humas;Staff;3.55
484;heni;Divisi Humas;Staff;3.11
485;cut;Divisi Humas;Staff;3.38
486;sukmawati;Divisi Humas;Staff;4.0
487;titik;Divisi Humas;Staff;2.69
488;nuraini;Divisi Humas;Staff;2.8
489;rahman;Divisi Humas;Staff;3.77
490;novitasari;Divisi Humas;Staff;2.82
491;antonius;Divisi Humas;Staff;3.72
492;yunita;Divisi Humas;Staff;3.57
493;ananda;Divisi Humas;Staff;3.1
494;syahputra;Divisi Humas;Staff;2.74
495;fina;Divisi Humas;Staff;3.08
496;bahri;Divisi Humas;Staff;3.37
497;mulya;Divisi Humas;Staff;2.99
498;toni;Divisi Humas;Staff;3.75
499;melinda;Divisi Humas;Staff;2.99
500;ririn;Divisi Humas;Staff;2.51
501;ketut;Divisi Humas;Staff;2.89
502;tantri;Divisi Humas;Staff;3.68
503;syahrul;Divisi Humas;Staff;2.63
504;rangga;Divisi Humas;Staff;2.55
505;paramita;Divisi Humas;Staff;2.84
506;lilik;Divisi Humas;Staff;3.67
507;noviana;Divisi Humas;Staff;3.99
508;amelia;Divisi Humas;Staff;2.57
509;hani;Divisi Humas;Staff;3.24
510;mochammad;Divisi Humas;Staff;2.93
511;handayani;Divisi Humas;Staff;2.75
512;prita;Divisi Humas;Staff;3.53
513;purnama;Divisi Humas;Staff;2.88
514;setyo;Divisi Humas;Staff;2.66
515;mia;Divisi Humas;Staff;3.99
516;yogi;Divisi Humas;Staff;3.02
517;simatupang;Divisi Humas;Staff;2.92
518;widia;Divisi Humas;Staff;3.33
519;aryo;Divisi Humas;Staff;2.65
520;happy;Divisi Humas;Staff;3.61
521;pipit;Divisi Humas;Staff;2.99
522;nisa;Divisi Humas;Staff;3.96
523;adit;Divisi Humas;Staff;2.63
524;susi;Divisi Logistik;Ketua Divisi;2.78
525;lia;Divisi Logistik;Staff;3.55
526;arief;Divisi Logistik;Staff;2.56
527;husni;Divisi Logistik;Staff;3.96
528;siahaan;Divisi Logistik;Staff;2.78
529;farid;Divisi Logistik;Staff;3.29
530;reni;Divisi Logistik;Staff;2.84
531;senja;Divisi Logistik;Staff;3.42
532;marisa;Divisi Logistik;Staff;3.89
533;miranti;Divisi Logistik;Staff;3.74
534;ratri;Divisi Logistik;Staff;3.98
535;fauzan;Divisi Logistik;Staff;3.83
536;mohamad;Divisi Logistik;Staff;3.66
537;karlina;Divisi Logistik;Staff;3.56
538;christin;Divisi Logistik;Staff;4.0
539;betty;Divisi Logistik;Staff;3.96
540;bobby;Divisi Logistik;Staff;3.8
541;fitrah;Divisi Logistik;Staff;2.82
542;fenny;Divisi Logistik;Staff;3.28
543;siagian;Divisi Logistik;Staff;2.97
544;septi;Divisi Logistik;Staff;2.81
545;erwin;Divisi Logistik;Staff;3.07
546;pradana;Divisi Logistik;Staff;3.24
547;fatmawati;Divisi Logistik;Staff;3.73
548;wenny;Divisi Logistik;Staff;3.74
549;maya;Divisi Logistik;Staff;2.96
550;nugroho;Divisi Logistik;Staff;3.73
551;huda;Divisi Logistik;Staff;3.33
552;prabowo;Divisi Logistik;Staff;3.81
553;suryo;Divisi Logistik;Staff;3.41
554;cahyani;Divisi Logistik;Staff;3.5
555;susanti;Divisi Logistik;Staff;3.47
556;parulian;Divisi Logistik;Staff;2.78
557;hermawan;Divisi Logistik;Staff;3.92
558;dessy;Divisi Logistik;Staff;3.52
559;yohanes;Divisi Logistik;Staff;3.0
560;jaya;Divisi Logistik;Staff;3.44
561;firmansyah;Divisi Logistik;Staff;3.09
562;wibowo;Divisi Logistik;Staff;3.31
563;rahmat;Divisi Logistik;Staff;2.78
564;ramadhan;Divisi Logistik;Staff;3.11
565;mayasari;Divisi Logistik;Staff;3.36
566;aris;Divisi Logistik;Staff;2.6
567;bagus;Divisi Logistik;Staff;3.11
568;taufiq;Divisi Logistik;Staff;3.52
569;susilowati;Divisi Logistik;Staff;2.92
570;yuyun;Divisi Logistik;Staff;3.62
571;satria;Divisi Logistik;Staff;3.57
572;feri;Divisi Logistik;Staff;2.75
573;resti;Divisi Logistik;Staff;3.76
574;indrawati;Divisi Logistik;Staff;2.67
575;mega;Divisi Logistik;Staff;2.99
576;ani;Divisi Logistik;Staff;3.37
577;lucky;Divisi Logistik;Staff;4.0
578;abie;Divisi Logistik;Staff;2.86
579;risky;Divisi Logistik;Staff;3.18
580;yudha;Divisi Logistik;Staff;3.71
581;andika;Divisi Logistik;Staff;3.93
582;syah;Divisi Logistik;Staff;2.53
583;michael;Divisi Logistik;Staff;3.02
584;david;Divisi Logistik;Staff;2.51
585;andi;Divisi Logistik;Staff;3.39
586;wulandari;Divisi Logistik;Staff;2.58
587;hasibuan;Divisi Logistik;Staff;3.35
588;wisnu;Divisi Logistik;Staff;3.4
589;fernando;Divisi Logistik;Staff;2.97
590;puji;Divisi Logistik;Staff;3.08
591;ida;Divisi Logistik;Staff;3.95
592;reny;Divisi Logistik;Staff;3.02
593;luqman;Divisi Logistik;Staff;3.91
594;regina;Divisi Logistik;Staff;2.81
595;fauziah;Divisi Logistik;Staff;3.48
596;christina;Divisi Logistik;Staff;3.77
597;eni;Divisi Logistik;Staff;2.65
598;veronika;Divisi Logistik;Staff;2.95
599;esti;Divisi Logistik;Staff;2.74
600;daniel;Divisi Logistik;Staff;2.51
601;rudy;Divisi Logistik;Staff;3.42
602;gita;Divisi Logistik;Staff;2.78
603;luthfi;Divisi Logistik;Staff;3.91
604;silalahi;Divisi Logistik;Staff;3.08
605;ratna;Divisi Logistik;Staff;3.61
606;noviani;Divisi Logistik;Staff;2.79
607;riyanto;Divisi Logistik;Staff;3.25
608;sitti;Divisi Logistik;Staff;3.85
609;gusti;Divisi Logistik;Staff;3.69
610;arif;Divisi Logistik;Staff;2.51
611;tia;Divisi Logistik;Staff;2.78
612;octavia;Divisi Logistik;Staff;3.19
613;effendi;Divisi Logistik;Staff;2.52
614;ningsih;Divisi Logistik;Staff;2.68
615;fitriyani;Divisi Logistik;Staff;3.25
616;danu;Divisi Logistik;Staff;3.65
617;aisyah;Divisi Logistik;Staff;3.02
618;hartanto;Divisi Logistik;Staff;2.59
619;devi;Divisi Logistik;Staff;2.74
620;nanang;Divisi Logistik;Staff;2.92
621;dina;Divisi Logistik;Staff;3.97
622;anisa;Divisi Logistik;Staff;3.52
623;sofyan;Divisi Logistik;Staff;3.12
624;rasyid;Divisi Logistik;Staff;2.99
625;hery;Divisi Logistik;Staff;2.8
626;elly;Divisi Logistik;Staff;3.03
627;fransiska;Divisi Logistik;Staff;2.58
