id;nama;divisi;jabatan;ipk
55;ima;Divisi Acara;Staff;2.91
56;saputri;Divisi Acara;Staff;2.51
57;yudi;Divisi Acara;Staff;3.88
58;tria;Divisi Acara;Staff;3.74
59;rachman;Divisi Acara;Staff;2.63
60;dhani;Divisi Acara;Staff;2.72
61;perdana;Divisi Acara;Staff;2.98
62;pribadi;Divisi Acara;Staff;3.83
63;fauziah;Divisi Acara;Staff;2.51
64;retno;Divisi Acara;Staff;3.07
65;asep;Divisi Acara;Staff;2.85
66;taufiq;Divisi Acara;Staff;3.6
67;lydia;Divisi Acara;Staff;2.79
68;noviani;Divisi Acara;Staff;2.68
69;herlina;Divisi Acara;Staff;3.64
70;sekar;Divisi Acara;Staff;3.38
71;susanti;Divisi Acara;Staff;2.89
72;arya;Divisi Acara;Staff;3.81
73;rahmadhani;Divisi Acara;Staff;3.72
74;sembiring;Divisi Acara;Staff;3.96
75;rizqi;Divisi Acara;Staff;2.92
76;achmad;Divisi Acara;Staff;3.52
77;lutfi;Divisi Acara;Staff;3.61
78;rahman;Divisi Acara;Staff;2.97
79;rizki;Divisi Acara;Staff;3.84
80;wahyuningsih;Divisi Acara;Staff;3.38
81;elisabeth;Divisi Acara;Staff;3.97
82;handayani;Divisi Acara;Staff;2.59
83;tita;Divisi Acara;Staff;3.5
84;marissa;Divisi Acara;Staff;2.79
85;irfan;Divisi Acara;Staff;3.52
86;arifah;Divisi Acara;Staff;3.99
87;febri;Divisi Acara;Staff;2.6
88;arum;Divisi Acara;Staff;2.71
89;wijayanto;Divisi Acara;Staff;3.84
90;yoga;Divisi Acara;Staff;3.62
91;megawati;Divisi Acara;Staff;2.67
92;syahrul;Divisi Acara;Staff;2.57
93;amri;Divisi Acara;Staff;3.61
94;tua;Divisi Acara;Staff;2.83
95;sri;Divisi Acara;Staff;3.71
96;puti;Divisi Acara;Staff;3.17
97;ady;Divisi Acara;Staff;3.89
98;angelia;Divisi Acara;Staff;2.74
99;erik;Divisi Acara;Staff;3.85
100;hendri;Divisi Acara;Staff;3.81
101;asih;Divisi Acara;Staff;3.27
102;erlina;Divisi Acara;Staff;2.82
103;hery;Divisi Acara;Staff;3.54
104;hidayah;Divisi Acara;Staff;3.32
105;lubis;Divisi Acara;Staff;2.52
106;purnamasari;Divisi Acara;Staff;2.85
107;lestari;Divisi Acara;Staff;3.56
108;alif;Divisi Acara;Staff;2.77
109;widodo;Divisi Acara;Staff;3.38
110;hermawan;Divisi Acara;Staff;3.97
111;luh;Divisi Acara;Staff;3.71
112;eri;Divisi Acara;Staff;3.57
113;cindy;Divisi Acara;Staff;3.35
114;tulus;Divisi Acara;Staff;2.87
115;karina;Divisi Acara;Staff;2.97
116;ariani;Divisi Acara;Staff;3.87
117;cahya;Divisi Acara;Staff;2.6
118;cahyono;Divisi Acara;Staff;2.57
119;setiawati;Divisi Acara;Staff;3.98
120;puspita;Divisi Acara;Staff;2.88
121;ariyani;Divisi Acara;Staff;3.66
122;chandra;Divisi Acara;Staff;3.28
123;nurhayati;Divisi Acara;Staff;2.71
124;prabowo;Divisi Acara;Staff;3.99
125;yulia;Divisi Acara;Staff;3.48
126;heni;Divisi Acara;Staff;3.58
127;husna;Divisi Acara;Staff;3.07
128;betty;Divisi Acara;Staff;2.74
129;dona;Divisi Acara;Staff;3.53
130;christian;Divisi Acara;Staff;3.71
131;mirza;Divisi Acara;Staff;3.74
132;muttaqin;Divisi Acara;Staff;3.9
133;saputro;Divisi Acara;Staff;3.18
134;anggraeni;Divisi Acara;Staff;3.42
135;ambar;Divisi Acara;Staff;2.71
136;angelina;Divisi Acara;Staff;3.55
137;sinaga;Divisi Acara;Staff;2.96
138;hakim;Divisi Acara;Staff;2.84
139;fanny;Divisi Acara;Staff;3.54
140;nani;Divisi Acara;Staff;3.46
141;angga;Divisi Acara;Staff;3.4
142;sapto;Divisi Acara;Staff;3.06
143;yuni;Divisi Acara;Staff;2.6
144;dani;Divisi Acara;Staff;3.11
145;syarif;Divisi Acara;Staff;3.24
146;aziz;Divisi Acara;Staff;3.21
147;wenny;Divisi Acara;Staff;3.62
148;diah;Divisi Acara;Staff;3.0
149;samuel;Divisi Acara;Staff;3.55
150;rony;Divisi Acara;Staff;3.5
151;sihombing;Divisi Acara;Staff;3.69
152;nasution;Divisi Acara;Staff;3.69
153;apriani;Divisi Acara;Staff;3.21
154;napitupulu;Divisi Acara;Staff;2.74
155;dyah;Divisi Acara;Staff;2.66
156;wina;Divisi Acara;Staff;2.53
157;julianti;Divisi Acara;Staff;3.9
158;rachmawati;Divisi Acara;Staff;3.3
159;rully;Divisi Acara;Staff;3.78
160;melinda;Divisi Humas;Ketua Divisi;3.57
161;juli;Divisi Humas;Staff;3.13
162;didik;Divisi Humas;Staff;3.84
163;suryadi;Divisi Humas;Staff;3.73
164;rizka;Divisi Humas;Staff;3.2
165;octavia;Divisi Humas;Staff;3.55
166;hanifah;Divisi Humas;Staff;3.54
167;ernawati;Divisi Humas;Staff;3.41
168;rina;Divisi Humas;Staff;3.41
169;margaretha;Divisi Humas;Staff;2.89
170;setiadi;Divisi Humas;Staff;3.64
171;pipit;Divisi Humas;Staff;3.22
172;reny;Divisi Humas;Staff;3.47
173;rini;Divisi Humas;Staff;3.64
174;santoso;Divisi Humas;Staff;3.67
175;purwaningsih;Divisi Humas;Staff;2.74
176;andy;Divisi Humas;Staff;3.92
177;abie;Divisi Humas;Staff;3.82
178;ratri;Divisi Humas;Staff;3.33
179;nadya;Divisi Humas;Staff;3.61
180;ningrum;Divisi Humas;Staff;2.52
181;kartikasari;Divisi Humas;Staff;3.99
182;kartika;Divisi Humas;Staff;2.75
183;asmara;Divisi Humas;Staff;3.01
184;martina;Divisi Humas;Staff;3.49
185;isnaini;Divisi Humas;Staff;3.34
186;siagian;Divisi Humas;Staff;3.73
187;ananda;Divisi Humas;Staff;2.68
188;julia;Divisi Humas;Staff;3.76
189;pandu;Divisi Humas;Staff;2.56
190;ayu;Divisi Humas;Staff;3.14
191;azhar;Divisi Humas;Staff;3.56
192;juliana;Divisi Humas;Staff;2.57
193;yan;Divisi Humas;Staff;3.36
194;pradana;Divisi Humas;Staff;3.66
195;mei;Divisi Humas;Staff;2.52
196;sofia;Divisi Humas;Staff;3.83
197;adinda;Divisi Humas;Staff;3.54
198;wayan;Divisi Humas;Staff;3.89
199;ayuningtyas;Divisi Humas;Staff;3.93
200;dinar;Divisi Humas;Staff;3.29
201;norma;Divisi Humas;Staff;3.13
202;firmansyah;Divisi Humas;Staff;3.84
203;fatmawati;Divisi Humas;Staff;3.78
204;mardiana;Divisi Humas;Staff;3.48
205;wahyuni;Divisi Humas;Staff;2.7
206;pramono;Divisi Humas;Staff;2.91
207;iin;Divisi Humas;Staff;3.34
208;herman;Divisi Humas;Staff;3.42
209;juwita;Divisi Humas;Staff;3.5
210;octaviani;Divisi Humas;Staff;2.8
211;larasati;Divisi Humas;Staff;2.53
212;fadli;Divisi Humas;Staff;2.96
213;surya;Divisi Humas;Staff;2.75
214;sutrisno;Divisi Humas;Staff;3.42
215;baskoro;Divisi Humas;Staff;3.55
216;firman;Divisi Humas;Staff;3.71
217;dini;Divisi Humas;Staff;3.03
218;hasanah;Divisi Humas;Staff;3.48
219;noviyanti;Divisi Humas;Staff;2.62
220;aditia;Divisi Humas;Staff;2.85
221;himawan;Divisi Humas;Staff;3.22
222;titis;Divisi Humas;Staff;2.92
223;hidayat;Divisi Humas;Staff;2.83
224;azmi;Divisi Humas;Staff;3.78
225;nurhasanah;Divisi Humas;Staff;3.39
226;agnes;Divisi Humas;Staff;3.11
227;ade;Divisi Humas;Staff;3.4
228;wulandari;Divisi Humas;Staff;3.85
229;arista;Divisi Humas;Staff;3.58
230;saragih;Divisi Humas;Staff;2.6
231;ema;Divisi Humas;Staff;3.36
232;prasetyo;Divisi Humas;Staff;2.94
233;nurmala;Divisi Humas;Staff;2.58
234;rian;Divisi Humas;Staff;3.79
235;yohanes;Divisi Humas;Staff;2.7
236;roza;Divisi Humas;Staff;2.88
237;dahlia;Divisi Humas;Staff;3.2
238;christie;Divisi Humas;Staff;3.61
239;anindita;Divisi Humas;Staff;2.62
240;titi;Divisi Humas;Staff;3.93
241;rika;Divisi Humas;Staff;2.9
242;ika;Divisi Humas;Staff;2.91
243;endang;Divisi Humas;Staff;3.55
244;eni;Divisi Humas;Staff;3.11
245;risa;Divisi Humas;Staff;3.01
246;niken;Divisi Humas;Staff;3.01
247;septiani;Divisi Humas;Staff;3.11
248;afni;Divisi Humas;Staff;3.12
249;diana;Divisi Humas;Staff;2.86
250;wahyu;Divisi Humas;Staff;2.57
251;afrizal;Divisi Humas;Staff;3.13
252;amanda;Divisi Humas;Staff;3.3
253;sitompul;Divisi Humas;Staff;3.88
254;utari;Divisi Humas;Staff;3.31
255;effendi;Divisi Humas;Staff;2.77
256;yuliani;Divisi Humas;Staff;3.55
257;gede;Divisi Humas;Staff;3.5
258;windi;Divisi Humas;Staff;3.22
259;jayanti;Divisi Humas;Staff;2.81
260;johan;Divisi Humas;Staff;3.77
261;ilham;Divisi Humas;Staff;2.64
262;wira;Divisi Humas;Staff;2.81
263;amin;Divisi Humas;Staff;2.75
264;oktaviana;Divisi Humas;Staff;3.46
265;novalia;Divisi Humas;Staff;3.93
266;irwan;Divisi Humas;Staff;3.16
267;windy;Divisi Humas;Staff;2.78
268;huda;Divisi Humas;Staff;2.97
269;yuniarti;Divisi Humas;Staff;2.82
270;efendi;Divisi Humas;Staff;3.91
271;ibrahim;Divisi Humas;Staff;3.99
272;yuli;Divisi Humas;Staff;2.79
273;riani;Divisi Humas;Staff;2.51
274;winda;Divisi Humas;Staff;3.56
275;vera;Divisi Humas;Staff;3.57
276;reza;Divisi Humas;Staff;3.08
277;ariyanti;Divisi Humas;Staff;2.71
278;adit;Divisi Humas;Staff;3.68
279;tika;Divisi Humas;Staff;2.73
280;adi;Divisi Humas;Staff;3.05
281;emy;Divisi Humas;Staff;2.92
282;sulistyowati;Divisi Humas;Staff;3.83
283;dede;Divisi Humas;Staff;3.06
284;tiara;Divisi Humas;Staff;3.01
285;mulya;Divisi Humas;Staff;3.35
286;rudi;Divisi Humas;Staff;2.78
287;singgih;Divisi Humas;Staff;3.83
288;andre;Divisi Humas;Staff;3.12
289;andrian;Divisi Humas;Staff;3.9
290;pramita;Divisi Humas;Staff;2.54
291;rosa;Divisi Humas;Staff;3.2
292;novita;Divisi Humas;Staff;2.63
293;yanuar;Divisi Humas;Staff;3.35
294;dita;Divisi Humas;Staff;2.56
295;risma;Divisi Humas;Staff;3.17
296;dewi;Divisi Humas;Staff;3.39
297;mas;Divisi Humas;Staff;3.99
298;heru;Divisi Humas;Staff;3.29
299;nugraha;Divisi Humas;Staff;2.56
300;ari;Divisi Logistik;Ketua Divisi;3.27
301;aan;Divisi Logistik;Staff;3.31
302;saputra;Divisi Logistik;Staff;3.78
303;moh.;Divisi Logistik;Staff;3.11
304;dicky;Divisi Logistik;Staff;2.92
305;anwar;Divisi Logistik;Staff;3.71
306;carolina;Divisi Logistik;Staff;3.46
307;syahputra;Divisi Logistik;Staff;3.62
308;hendy;Divisi Logistik;Staff;3.85
309;guntur;Divisi Logistik;Staff;2.97
310;andriani;Divisi Logistik;Staff;2.63
311;wisnu;Divisi Logistik;Staff;3.31
312;merry;Divisi Logistik;Staff;2.98
313;nugroho;Divisi Logistik;Staff;3.06
314;michael;Divisi Logistik;Staff;3.7
315;erika;Divisi Logistik;Staff;3.03
316;umi;Divisi Logistik;Staff;3.75
317;irvan;Divisi Logistik;Staff;3.15
318;pratiwi;Divisi Logistik;Staff;2.71
319;antonius;Divisi Logistik;Staff;3.08
320;widya;Divisi Logistik;Staff;3.44
321;ratih;Divisi Logistik;Staff;3.66
322;cut;Divisi Logistik;Staff;2.64
323;tyas;Divisi Logistik;Staff;2.82
324;marta;Divisi Logistik;Staff;2.53
325;setyawan;Divisi Logistik;Staff;3.71
326;setia;Divisi Logistik;Staff;3.18
327;edi;Divisi Logistik;Staff;3.97
328;hajar;Divisi Logistik;Staff;3.57
329;lita;Divisi Logistik;Staff;2.85
330;rio;Divisi Logistik;Staff;3.85
331;ita;Divisi Logistik;Staff;3.23
332;edy;Divisi Logistik;Staff;2.82
333;randy;Divisi Logistik;Staff;3.58
334;irma;Divisi Logistik;Staff;3.67
335;ana;Divisi Logistik;Staff;3.73
336;maya;Divisi Logistik;Staff;2.97
337;martha;Divisi Logistik;Staff;3.03
338;rahmi;Divisi Logistik;Staff;3.63
339;mia;Divisi Logistik;Staff;3.22
340;syarifah;Divisi Logistik;Staff;3.94
341;alfian;Divisi Logistik;Staff;3.49
342;novi;Divisi Logistik;Staff;3.41
343;anggoro;Divisi Logistik;Staff;2.78
344;aria;Divisi Logistik;Staff;3.02
345;leny;Divisi Logistik;Staff;3.16
346;kurnia;Divisi Logistik;Staff;3.51
347;deni;Divisi Logistik;Staff;2.52
348;ario;Divisi Logistik;Staff;3.99
349;andri;Divisi Logistik;Staff;3.78
350;mohamad;Divisi Logistik;Staff;3.77
351;heri;Divisi Logistik;Staff;3.94
352;ratu;Divisi Logistik;Staff;2.81
353;shinta;Divisi Logistik;Staff;3.93
354;arifin;Divisi Logistik;Staff;3.28
355;noni;Divisi Logistik;Staff;3.95
356;sitanggang;Divisi Logistik;Staff;2.95
357;ni;Divisi Logistik;Staff;2.67
358;darma;Divisi Logistik;Staff;3.69
359;puspa;Divisi Logistik;Staff;3.84
360;melati;Divisi Logistik;Staff;3.49
361;haris;Divisi Logistik;Staff;3.61
362;titik;Divisi Logistik;Staff;3.2
363;ajeng;Divisi Logistik;Staff;3.43
364;yudhi;Divisi Logistik;Staff;2.82
365;mita;Divisi Logistik;Staff;3.11
366;lenny;Divisi Logistik;Staff;3.47
367;andriana;Divisi Logistik;Staff;2.62
368;kharisma;Divisi Logistik;Staff;3.82
369;riri;Divisi Logistik;Staff;3.39
370;karlina;Divisi Logistik;Staff;3.65
371;putro;Divisi Logistik;Staff;2.61
372;gunawan;Divisi Logistik;Staff;3.22
373;toni;Divisi Logistik;Staff;3.81
374;utama;Divisi Logistik;Staff;3.78
375;galih;Divisi Logistik;Staff;4.0
376;rita;Divisi Logistik;Staff;3.59
377;risky;Divisi Logistik;Staff;3.04
378;erna;Divisi Logistik;Staff;3.38
379;hikmah;Divisi Logistik;Staff;3.6
380;roni;Divisi Logistik;Staff;2.56
381;debora;Divisi Logistik;Staff;3.05
382;arie;Divisi Logistik;Staff;3.34
383;ningsih;Divisi Logistik;Staff;3.75
384;ani;Divisi Logistik;Staff;3.07
385;poppy;Divisi Logistik;Staff;3.72
386;dharma;Divisi Logistik;Staff;3.5
387;fauzi;Divisi Logistik;Staff;2.54
388;faizah;Divisi Logistik;Staff;3.54
389;anugrah;Divisi Logistik;Staff;3.75
390;dadang;Divisi Logistik;Staff;2.62
391;kartini;Divisi Logistik;Staff;2.94
392;taufan;Divisi Logistik;Staff;3.05
393;devy;Divisi Logistik;Staff;3.36
394;widyaningrum;Divisi Logistik;Staff;2.72
395;prita;Divisi Logistik;Staff;3.16
396;ekawati;Divisi Logistik;Staff;2.71
397;fitriah;Divisi Logistik;Staff;3.26
398;widiastuti;Divisi Logistik;Staff;3.35
399;anggun;Divisi Logistik;Staff;3.02
