id;nama;divisi;jabatan;ipk
64;ibrahim;Divisi Acara;Staff;3.96
65;fera;Divisi Acara;Staff;3.9
66;paramitha;Divisi Acara;Staff;3.43
67;hanif;Divisi Acara;Staff;2.75
68;adipati;Divisi Acara;Staff;3.41
69;sukma;Divisi Acara;Staff;3.94
70;ajie;Divisi Acara;Staff;2.92
71;jannah;Divisi Acara;Staff;2.5
72;kusumawati;Divisi Acara;Staff;2.73
73;afriani;Divisi Acara;Staff;3.17
74;derry;Divisi Acara;Staff;3.74
75;megasari;Divisi Acara;Staff;2.81
76;anwar;Divisi Acara;Staff;3.4
77;ade;Divisi Acara;Staff;3.68
78;ina;Divisi Acara;Staff;2.59
79;umi;Divisi Acara;Staff;2.59
80;tuti;Divisi Acara;Staff;2.98
81;faisal;Divisi Acara;Staff;3.89
82;reni;Divisi Acara;Staff;3.1
83;ketut;Divisi Acara;Staff;3.68
84;fika;Divisi Acara;Staff;2.93
85;hanifah;Divisi Acara;Staff;3.76
86;ariyani;Divisi Acara;Staff;3.8
87;sulistyowati;Divisi Acara;Staff;2.59
88;saputra;Divisi Acara;Staff;3.83
89;agustina;Divisi Acara;Staff;3.51
90;agus;Divisi Acara;Staff;3.49
91;mutia;Divisi Acara;Staff;3.62
92;rachmat;Divisi Acara;Staff;3.78
93;toni;Divisi Acara;Staff;3.55
94;mustika;Divisi Acara;Staff;3.0
95;laili;Divisi Acara;Staff;3.92
96;widhi;Divisi Acara;Staff;3.13
97;puspasari;Divisi Acara;Staff;3.53
98;imam;Divisi Acara;Staff;3.44
99;rudy;Divisi Acara;Staff;2.78
100;aini;Divisi Acara;Staff;2.65
101;panjaitan;Divisi Acara;Staff;3.84
102;aditia;Divisi Acara;Staff;3.97
103;reny;Divisi Acara;Staff;3.34
104;mayasari;Divisi Acara;Staff;3.88
105;harry;Divisi Acara;Staff;3.16
106;wijayanti;Divisi Acara;Staff;3.21
107;maulana;Divisi Acara;Staff;3.38
108;wenny;Divisi Acara;Staff;2.5
109;purnomo;Divisi Acara;Staff;2.75
110;hajar;Divisi Acara;Staff;3.3
111;yohanes;Divisi Acara;Staff;3.39
112;noni;Divisi Acara;Staff;4.0
113;vita;Divisi Acara;Staff;2.79
114;christian;Divisi Acara;Staff;3.77
115;indri;Divisi Acara;Staff;3.81
116;lina;Divisi Acara;Staff;2.55
117;azmi;Divisi Acara;Staff;2.53
118;neni;Divisi Acara;Staff;2.69
119;ulfah;Divisi Acara;Staff;3.72
120;abidin;Divisi Acara;Staff;3.51
121;kumala;Divisi Acara;Staff;3.51
122;adhi;Divisi Acara;Staff;2.85
123;hartono;Divisi Acara;Staff;2.96
124;astrid;Divisi Acara;Staff;3.45
125;dody;Divisi Acara;Staff;3.83
126;sugeng;Divisi Acara;Staff;3.09
127;nora;Divisi Acara;Staff;3.2
128;jati;Divisi Acara;Staff;2.99
129;lilik;Divisi Acara;Staff;3.98
130;novianti;Divisi Acara;Staff;2.96
131;widia;Divisi Acara;Staff;3.05
132;wahyu;Divisi Acara;Staff;3.66
133;galuh;Divisi Acara;Staff;2.72
134;noviyanti;Divisi Acara;Staff;3.68
135;gede;Divisi Acara;Staff;3.03
136;guntur;Divisi Acara;Staff;2.95
137;hana;Divisi Acara;Staff;3.18
138;ihsan;Divisi Acara;Staff;3.76
139;sulastri;Divisi Acara;Staff;2.74
140;rasyid;Divisi Acara;Staff;2.81
141;niken;Divisi Acara;Staff;2.82
142;nila;Divisi Acara;Staff;3.65
143;dhani;Divisi Acara;Staff;3.46
144;hesti;Divisi Acara;Staff;3.91
145;renny;Divisi Acara;Staff;3.15
146;marta;Divisi Acara;Staff;3.95
147;erlina;Divisi Acara;Staff;3.17
148;rika;Divisi Acara;Staff;2.92
149;risma;Divisi Acara;Staff;3.3
150;pramita;Divisi Acara;Staff;2.83
151;ambarwati;Divisi Acara;Staff;2.56
152;veronika;Divisi Acara;Staff;2.8
153;ria;Divisi Acara;Staff;2.69
154;azizah;Divisi Acara;Staff;3.42
155;syamsul;Divisi Acara;Staff;3.14
156;handoko;Divisi Acara;Staff;3.09
157;amanda;Divisi Acara;Staff;3.26
158;simatupang;Divisi Acara;Staff;3.03
159;fuad;Divisi Acara;Staff;3.45
160;mohammad;Divisi Acara;Staff;3.16
161;andi;Divisi Acara;Staff;2.72
162;ragil;Divisi Acara;Staff;3.33
163;fatimah;Divisi Acara;Staff;3.03
164;septiani;Divisi Acara;Staff;3.6
165;isnaini;Divisi Acara;Staff;3.37
166;noviana;Divisi Acara;Staff;2.86
167;oktaviani;Divisi Acara;Staff;3.49
168;windi;Divisi Acara;Staff;3.71
169;septian;Divisi Acara;Staff;3.75
170;rosdiana;Divisi Acara;Staff;3.07
171;hilda;Divisi Acara;Staff;3.4
172;fransisca;Divisi Acara;Staff;3.45
173;ary;Divisi Acara;Staff;2.73
174;ariyanto;Divisi Acara;Staff;2.83
175;muhammad;Divisi Acara;Staff;2.58
176;veronica;Divisi Acara;Staff;3.86
177;andri;Divisi Acara;Staff;2.91
178;hani;Divisi Acara;Staff;2.57
179;yuni;Divisi Acara;Staff;3.2
180;ida;Divisi Acara;Staff;2.61
181;riyanto;Divisi Acara;Staff;2.77
182;ratnawati;Divisi Acara;Staff;3.42
183;herlina;Divisi Acara;Staff;3.72
184;iqbal;Divisi Acara;Staff;2.79
185;sitti;Divisi Acara;Staff;3.64
186;maulina;Divisi Acara;Staff;3.87
187;farida;Divisi Acara;Staff;3.65
188;apriyani;Divisi Acara;Staff;3.47
189;huda;Divisi Acara;Staff;3.17
190;citra;Divisi Acara;Staff;3.54
191;sigit;Divisi Acara;Staff;3.46
192;ernawati;Divisi Acara;Staff;3.62
193;syarifah;Divisi Acara;Staff;2.53
194;nia;Divisi Acara;Staff;2.51
195;purwanti;Divisi Acara;Staff;2.89
196;yoga;Divisi Acara;Staff;2.91
197;anna;Divisi Acara;Staff;3.55
198;saputro;Divisi Acara;Staff;2.71
199;amalia;Divisi Acara;Staff;3.69
200;sinaga;Divisi Acara;Staff;3.11
201;emi;Divisi Acara;Staff;2.84
202;ilham;Divisi Acara;Staff;3.35
203;ramadhani;Divisi Acara;Staff;2.93
204;nani;Divisi Acara;Staff;2.96
205;arya;Divisi Acara;Staff;2.51
206;diana;Divisi Acara;Staff;2.5
207;aris;Divisi Acara;Staff;3.84
208;yogi;Divisi Acara;Staff;3.61
209;sarah;Divisi Acara;Staff;2.9
210;istiqomah;Divisi Acara;Staff;3.58
211;fauziah;Divisi Acara;Staff;3.33
212;ari;Divisi Acara;Staff;3.63
213;ayuningtyas;Divisi Acara;Staff;2.56
214;tiara;Divisi Acara;Staff;3.11
215;rachman;Divisi Acara;Staff;2.78
216;wibisono;Divisi Acara;Staff;3.65
217;farah;Divisi Acara;Staff;3.25
218;juli;Divisi Acara;Staff;3.39
219;sekar;Divisi Acara;Staff;3.57
220;rendy;Divisi Acara;Staff;3.94
221;mahardika;Divisi Acara;Staff;2.71
222;manurung;Divisi Acara;Staff;3.4
223;ardian;Divisi Acara;Staff;3.58
224;aulia;Divisi Acara;Staff;3.13
225;mega;Divisi Acara;Staff;3.04
226;nanik;Divisi Acara;Staff;2.56
227;amin;Divisi Acara;Staff;3.54
228;roy;Divisi Acara;Staff;3.94
229;christy;Divisi Acara;Staff;3.23
230;risa;Divisi Acara;Staff;3.36
231;alam;Divisi Acara;Staff;2.7
232;sutrisno;Divisi Acara;Staff;2.81
233;fitrah;Divisi Acara;Staff;3.12
234;simbolon;Divisi Acara;Staff;3.24
235;firmansyah;Divisi Acara;Staff;3.13
236;bobby;Divisi Acara;Staff;3.23
237;bayu;Divisi Acara;Staff;2.56
238;rachma;Divisi Acara;Staff;2.97
239;yudhi;Divisi Acara;Staff;3.32
240;hermanto;Divisi Acara;Staff;3.96
241;junita;Divisi Acara;Staff;2.72
242;meita;Divisi Acara;Staff;3.8
243;yudha;Divisi Acara;Staff;2.83
244;nyoman;Divisi Acara;Staff;2.91
245;husni;Divisi Acara;Staff;2.61
246;purba;Divisi Acara;Staff;3.35
247;tria;Divisi Acara;Staff;3.42
248;yolanda;Divisi Acara;Staff;2.64
249;cahyani;Divisi Acara;Staff;3.24
250;deddy;Divisi Acara;Staff;3.47
251;eliza;Divisi Acara;Staff;2.9
252;nurjanah;Divisi Acara;Staff;3.68
253;romy;Divisi Acara;Staff;3.4
254;darma;Divisi Acara;Staff;2.93
255;rani;Divisi Acara;Staff;2.95
256;christin;Divisi Acara;Staff;3.23
257;herman;Divisi Acara;Staff;3.88
258;juni;Divisi Acara;Staff;2.55
259;winda;Divisi Acara;Staff;3.5
260;yulita;Divisi Acara;Staff;2.94
261;vidya;Divisi Acara;Staff;3.87
262;amir;Divisi Acara;Staff;3.94
263;firman;Divisi Acara;Staff;3.23
264;saragih;Divisi Acara;Staff;3.32
265;fatmawati;Divisi Acara;Staff;3.25
266;isma;Divisi Acara;Staff;3.36
267;bambang;Divisi Acara;Staff;2.84
268;adam;Divisi Acara;Staff;2.67
269;gusti;Divisi Acara;Staff;3.59
270;agustini;Divisi Acara;Staff;3.5
271;anggraini;Divisi Acara;Staff;2.52
272;prabowo;Divisi Acara;Staff;3.39
273;hendi;Divisi Acara;Staff;3.72
274;wardhani;Divisi Acara;Staff;2.71
275;eri;Divisi Acara;Staff;3.0
276;rizky;Divisi Acara;Staff;3.94
277;adityo;Divisi Acara;Staff;3.49
278;ario;Divisi Acara;Staff;2.6
279;sinta;Divisi Acara;Staff;2.53
280;ririn;Divisi Acara;Staff;3.16
281;windy;Divisi Acara;Staff;2.66
282;candra;Divisi Acara;Staff;3.51
283;mila;Divisi Acara;Staff;2.93
284;ady;Divisi Acara;Staff;3.41
285;amri;Divisi Acara;Staff;3.43
286;tia;Divisi Acara;Staff;3.59
287;santoso;Divisi Acara;Staff;2.59
288;kurniasari;Divisi Acara;Staff;2.89
289;seto;Divisi Acara;Staff;2.96
290;maria;Divisi Acara;Staff;3.22
291;lala;Divisi Acara;Staff;2.69
292;septiana;Divisi Acara;Staff;3.14
293;yenny;Divisi Acara;Staff;2.8
294;susi;Divisi Acara;Staff;2.89
295;ema;Divisi Acara;Staff;2.77
296;rizqi;Divisi Acara;Staff;3.19
297;slamet;Divisi Acara;Staff;3.41
298;hakim;Divisi Acara;Staff;3.46
299;syahputra;Divisi Acara;Staff;2.9
300;anggia;Divisi Acara;Staff;2.91
301;nisa;Divisi Acara;Staff;2.65
302;alif;Divisi Acara;Staff;2.81
303;perdana;Divisi Acara;Staff;3.1
304;agung;Divisi Acara;Staff;3.08
305;elisabeth;Divisi Acara;Staff;3.99
306;ginanjar;Divisi Acara;Staff;3.97
307;sundari;Divisi Acara;Staff;2.92
308;fitriana;Divisi Acara;Staff;2.79
309;febrian;Divisi Acara;Staff;3.53
310;olivia;Divisi Acara;Staff;3.64
311;lumban;Divisi Acara;Staff;3.03
312;mohamad;Divisi Acara;Staff;2.98
313;taufiq;Divisi Acara;Staff;2.97
314;novi;Divisi Acara;Staff;2.69
315;meutia;Divisi Acara;Staff;3.24
316;desti;Divisi Acara;Staff;3.53
317;daniel;Divisi Acara;Staff;3.08
318;martin;Divisi Acara;Staff;3.38
319;anita;Divisi Acara;Staff;3.05
320;maryati;Divisi Acara;Staff;3.73
321;adit;Divisi Acara;Staff;3.83
322;hartanto;Divisi Acara;Staff;2.98
323;nurul;Divisi Acara;Staff;3.38
324;pramono;Divisi Acara;Staff;3.49
325;syarif;Divisi Acara;Staff;3.68
326;wahyudi;Divisi Acara;Staff;2.54
327;made;Divisi Acara;Staff;2.84
328;febrina;Divisi Acara;Staff;3.59
329;krisna;Divisi Acara;Staff;3.62
330;yuliana;Divisi Acara;Staff;3.35
331;cahyono;Divisi Acara;Staff;2.51
332;rosa;Divisi Acara;Staff;3.84
333;tirta;Divisi Acara;Staff;2.58
334;ariani;Divisi Acara;Staff;3.96
335;harahap;Divisi Acara;Staff;2.87
336;ningsih;Divisi Acara;Staff;3.87
337;elisa;Divisi Acara;Staff;3.06
338;yenni;Divisi Acara;Staff;3.66
339;eny;Divisi Acara;Staff;2.85
340;puti;Divisi Acara;Staff;3.26
341;hendri;Divisi Acara;Staff;4.0
342;nurhasanah;Divisi Acara;Staff;3.71
343;devi;Divisi Acara;Staff;3.24
344;wina;Divisi Acara;Staff;3.99
345;oktavia;Divisi Acara;Staff;3.29
346;aditya;Divisi Acara;Staff;2.83
347;abie;Divisi Acara;Staff;3.48
348;novia;Divisi Acara;Staff;2.96
349;luthfi;Divisi Acara;Staff;3.84
350;ratnasari;Divisi Acara;Staff;2.88
351;pandu;Divisi Acara;Staff;3.28
352;anggita;Divisi Acara;Staff;2.86
353;suryadi;Divisi Acara;Staff;3.68
354;permata;Divisi Acara;Staff;3.97
355;fauzan;Divisi Acara;Staff;2.74
356;angga;Divisi Acara;Staff;3.86
357;hendy;Divisi Acara;Staff;3.16
358;fitri;Divisi Acara;Staff;3.91
359;herawati;Divisi Acara;Staff;2.56
360;puspitasari;Divisi Acara;Staff;3.3
361;eka;Divisi Acara;Staff;3.78
362;riyadi;Divisi Acara;Staff;3.15
363;annisa;Divisi Acara;Staff;3.49
364;imelda;Divisi Acara;Staff;2.94
365;manik;Divisi Acara;Staff;3.06
366;maharani;Divisi Acara;Staff;3.02
367;emy;Divisi Acara;Staff;2.94
368;ryan;Divisi Acara;Staff;3.26
369;abdul;Divisi Acara;Staff;2.95
370;melati;Divisi Acara;Staff;2.95
371;widyaningrum;Divisi Acara;Staff;2.68
372;adhitya;Divisi Acara;Staff;3.65
373;siregar;Divisi Acara;Staff;3.22
374;mariana;Divisi Acara;Staff;3.32
375;budiman;Divisi Acara;Staff;3.39
376;setyaningsih;Divisi Acara;Staff;3.86
377;intan;Divisi Acara;Staff;2.87
378;sartika;Divisi Acara;Staff;3.14
379;fitria;Divisi Acara;Staff;3.49
380;yanuar;Divisi Acara;Staff;3.25
381;henry;Divisi Acara;Staff;3.81
382;ridho;Divisi Acara;Staff;3.53
383;surya;Divisi Acara;Staff;2.81
384;diah;Divisi Acara;Staff;3.03
385;ismail;Divisi Acara;Staff;2.81
386;lidia;Divisi Acara;Staff;2.99
387;tita;Divisi Acara;Staff;2.68
388;norma;Divisi Acara;Staff;3.94
389;prita;Divisi Acara;Staff;3.92
390;atika;Divisi Acara;Staff;3.78
391;esti;Divisi Acara;Staff;3.44
392;wulansari;Divisi Acara;Staff;2.86
393;dian;Divisi Acara;Staff;2.71
394;wardhana;Divisi Acara;Staff;3.92
395;deri;Divisi Acara;Staff;2.84
396;putu;Divisi Acara;Staff;2.52
397;maya;Divisi Acara;Staff;3.25
398;retno;Divisi Acara;Staff;2.54
399;wuri;Divisi Acara;Staff;3.38
400;miftahul;Divisi Humas;Ketua Divisi;2.92
401;dedi;Divisi Humas;Staff;2.68
402;kadek;Divisi Humas;Staff;3.55
403;sandra;Divisi Humas;Staff;3.17
404;tyas;Divisi Humas;Staff;3.23
405;dina;Divisi Humas;Staff;2.9
406;asti;Divisi Humas;Staff;2.81
407;lukman;Divisi Humas;Staff;2.98
408;sitorus;Divisi Humas;Staff;3.62
409;yuniar;Divisi Humas;Staff;3.34
410;risky;Divisi Humas;Staff;3.09
411;rama;Divisi Humas;Staff;3.16
412;atik;Divisi Humas;Staff;3.24
413;sri;Divisi Humas;Staff;2.61
414;supriyanto;Divisi Humas;Staff;3.82
415;yunia;Divisi Humas;Staff;3.24
416;zainal;Divisi Humas;Staff;2.84
417;rahman;Divisi Humas;Staff;2.82
418;cahya;Divisi Humas;Staff;3.85
419;rahmah;Divisi Humas;Staff;2.96
420;piter;Divisi Humas;Staff;3.68
421;rio;Divisi Humas;Staff;3.98
422;fauzi;Divisi Humas;Staff;3.08
423;hanum;Divisi Humas;Staff;3.59
424;christine;Divisi Humas;Staff;3.95
425;desi;Divisi Humas;Staff;3.45
426;lestari;Divisi Humas;Staff;2.97
427;febri;Divisi Humas;Staff;3.89
428;sari;Divisi Humas;Staff;2.73
429;triana;Divisi Humas;Staff;3.64
430;lia;Divisi Humas;Staff;3.32
431;angelina;Divisi Humas;Staff;2.58
432;afrizal;Divisi Humas;Staff;3.57
433;sandi;Divisi Humas;Staff;3.6
434;yuliani;Divisi Humas;Staff;3.78
435;tantri;Divisi Humas;Staff;3.88
436;taufan;Divisi Humas;Staff;3.08
437;syahrul;Divisi Humas;Staff;2.99
438;nugroho;Divisi Humas;Staff;3.0
439;khairul;Divisi Humas;Staff;2.85
440;ibnu;Divisi Humas;Staff;3.48
441;melinda;Divisi Humas;Staff;3.48
442;andini;Divisi Humas;Staff;2.76
443;ni;Divisi Humas;Staff;2.87
444;anisa;Divisi Humas;Staff;2.7
445;sembiring;Divisi Humas;Staff;2.75
446;dinar;Divisi Humas;Staff;2.54
447;cut;Divisi Humas;Staff;3.04
448;poppy;Divisi Humas;Staff;2.88
449;safitri;Divisi Humas;Staff;2.95
450;hutabarat;Divisi Humas;Staff;3.72
451;kartikasari;Divisi Humas;Staff;2.63
452;titin;Divisi Humas;Staff;3.21
453;ratna;Divisi Humas;Staff;3.19
454;komalasari;Divisi Humas;Staff;2.72
455;roza;Divisi Humas;Staff;3.49
456;andrian;Divisi Humas;Staff;2.68
457;anik;Divisi Humas;Staff;3.94
458;ambar;Divisi Humas;Staff;2.53
459;antonius;Divisi Humas;Staff;3.92
460;happy;Divisi Humas;Staff;3.35
461;suci;Divisi Humas;Staff;3.39
462;dewi;Divisi Humas;Staff;3.58
463;yulianto;Divisi Humas;Staff;3.8
464;dini;Divisi Humas;Staff;3.57
465;edy;Divisi Humas;Staff;3.19
466;edwin;Divisi Humas;Staff;3.44
467;wiwin;Divisi Humas;Staff;2.72
468;pipit;Divisi Humas;Staff;3.86
469;cinta;Divisi Humas;Staff;3.26
470;sitompul;Divisi Humas;Staff;3.87
471;hayati;Divisi Humas;Staff;2.51
472;hasibuan;Divisi Humas;Staff;3.01
473;mayang;Divisi Humas;Staff;3.8
474;adriani;Divisi Humas;Staff;3.15
475;muttaqin;Divisi Humas;Staff;3.57
476;dhian;Divisi Humas;Staff;3.53
477;aries;Divisi Humas;Staff;2.93
478;rina;Divisi Humas;Staff;3.29
479;randy;Divisi Humas;Staff;3.59
480;dwi;Divisi Humas;Staff;3.9
481;erna;Divisi Humas;Staff;3.55
482;ikhsan;Divisi Humas;Staff;3.4
483;yanti;Divisi Humas;Staff;3.04
484;eddy;Divisi Humas;Staff;3.72
485;marisa;Divisi Humas;Staff;3.94
486;mirza;Divisi Humas;Staff;3.51
487;yudi;Divisi Humas;Staff;3.43
488;andre;Divisi Humas;Staff;2.99
489;didik;Divisi Humas;Staff;3.7
490;andreas;Divisi Humas;Staff;3.33
491;putro;Divisi Humas;Staff;3.23
492;dharma;Divisi Humas;Staff;3.09
493;alfian;Divisi Humas;Staff;2.69
494;danang;Divisi Humas;Staff;2.54
495;iskandar;Divisi Humas;Staff;2.77
496;yuli;Divisi Humas;Staff;3.32
497;liza;Divisi Humas;Staff;3.41
498;nanang;Divisi Humas;Staff;3.38
499;puspa;Divisi Humas;Staff;3.96
500;rangga;Divisi Humas;Staff;3.73
501;palupi;Divisi Humas;Staff;3.95
502;ningrum;Divisi Humas;Staff;3.03
503;arum;Divisi Humas;Staff;2.58
504;utari;Divisi Humas;Staff;3.5
505;dimas;Divisi Humas;Staff;2.5
506;yan;Divisi Humas;Staff;2.55
507;pratomo;Divisi Humas;Staff;2.67
508;jonatan;Divisi Humas;Staff;2.79
509;eva;Divisi Humas;Staff;3.27
510;fitriani;Divisi Humas;Staff;2.87
511;ruth;Divisi Humas;Staff;3.35
512;rahmat;Divisi Humas;Staff;3.71
513;budi;Divisi Humas;Staff;3.77
514;eni;Divisi Humas;Staff;3.07
515;effendi;Divisi Humas;Staff;3.49
516;fitriyani;Divisi Humas;Staff;3.88
517;pertiwi;Divisi Humas;Staff;2.61
518;erik;Divisi Humas;Staff;3.43
519;wiwik;Divisi Humas;Staff;3.35
520;andina;Divisi Humas;Staff;3.17
521;rony;Divisi Humas;Staff;3.47
522;anggoro;Divisi Humas;Staff;3.48
523;galih;Divisi Humas;Staff;3.94
524;irvan;Divisi Humas;Staff;3.13
525;siagian;Divisi Humas;Staff;3.89
526;himawan;Divisi Humas;Staff;3.01
527;yuyun;Divisi Humas;Staff;3.17
528;suryani;Divisi Humas;Staff;3.2
529;ima;Divisi Humas;Staff;3.4
530;devy;Divisi Humas;Staff;3.95
531;purwanto;Divisi Humas;Staff;3.03
532;ratri;Divisi Humas;Staff;2.85
533;muchamad;Divisi Humas;Staff;3.84
534;rima;Divisi Humas;Staff;3.68
535;hary;Divisi Humas;Staff;2.52
536;moch.;Divisi Humas;Staff;2.58
537;kurniawati;Divisi Humas;Staff;3.15
538;saputri;Divisi Humas;Staff;2.56
539;wijayanto;Divisi Humas;Staff;3.16
540;fitriah;Divisi Humas;Staff;3.17
541;megawati;Divisi Humas;Staff;3.01
542;sakti;Divisi Humas;Staff;3.81
543;didi;Divisi Humas;Staff;3.95
544;silalahi;Divisi Humas;Staff;2.54
545;erwin;Divisi Humas;Staff;3.47
546;lutfi;Divisi Humas;Staff;2.9
547;marlina;Divisi Humas;Staff;2.9
548;aprilia;Divisi Humas;Staff;2.66
549;aprianto;Divisi Humas;Staff;2.64
550;azhar;Divisi Humas;Staff;2.72
551;husnul;Divisi Humas;Staff;3.82
552;marina;Divisi Humas;Staff;3.66
553;kristina;Divisi Humas;Staff;3.59
554;karlina;Divisi Humas;Staff;3.5
555;sapta;Divisi Humas;Staff;3.53
556;anggun;Divisi Humas;Staff;2.55
557;hendra;Divisi Humas;Staff;2.96
558;lubis;Divisi Humas;Staff;3.84
559;feri;Divisi Humas;Staff;3.63
560;peter;Divisi Humas;Staff;3.98
561;kukuh;Divisi Humas;Staff;2.56
562;laura;Divisi Humas;Staff;3.78
563;indrawan;Divisi Humas;Staff;2.92
564;ekawati;Divisi Humas;Staff;3.26
565;rinaldi;Divisi Humas;Staff;3.3
566;ani;Divisi Humas;Staff;3.76
567;ika;Divisi Humas;Staff;3.2
568;ana;Divisi Humas;Staff;2.56
569;yulianti;Divisi Humas;Staff;3.53
570;andika;Divisi Humas;Staff;3.15
571;nirmala;Divisi Humas;Staff;3.75
572;laila;Divisi Humas;Staff;2.91
573;anggi;Divisi Humas;Staff;2.68
574;dyah;Divisi Humas;Staff;2.78
575;bangun;Divisi Humas;Staff;2.99
576;desty;Divisi Humas;Staff;3.38
577;ahmad;Divisi Humas;Staff;3.87
578;fajri;Divisi Humas;Staff;3.26
579;fauzia;Divisi Humas;Staff;3.25
580;aan;Divisi Humas;Staff;2.89
581;lita;Divisi Humas;Staff;3.83
582;riani;Divisi Humas;Staff;3.89
583;bahri;Divisi Humas;Staff;3.14
584;yulia;Divisi Humas;Staff;2.53
585;januar;Divisi Humas;Staff;3.25
586;setia;Divisi Humas;Staff;3.95
587;heru;Divisi Humas;Staff;3.99
588;febriyanti;Divisi Humas;Staff;3.16
589;nina;Divisi Humas;Staff;3.72
590;haryo;Divisi Humas;Staff;3.96
591;yuanita;Divisi Humas;Staff;2.89
592;sulistyo;Divisi Humas;Staff;3.69
593;adi;Divisi Humas;Staff;3.84
594;hasanah;Divisi Humas;Staff;3.71
595;setyo;Divisi Humas;Staff;2.75
596;wawan;Divisi Humas;Staff;3.33
597;selly;Divisi Humas;Staff;3.85
598;eko;Divisi Humas;Staff;3.71
599;anak;Divisi Humas;Staff;3.35
600;frida;Divisi Humas;Staff;3.04
601;febrianto;Divisi Humas;Staff;2.92
602;napitupulu;Divisi Humas;Staff;2.98
603;christie;Divisi Humas;Staff;3.27
604;dika;Divisi Humas;Staff;2.96
605;octaviani;Divisi Humas;Staff;2.92
606;elfrida;Divisi Humas;Staff;2.67
607;larasati;Divisi Humas;Staff;3.41
608;achmad;Divisi Humas;Staff;3.51
609;deny;Divisi Humas;Staff;2.75
610;setya;Divisi Humas;Staff;3.2
611;novita;Divisi Humas;Staff;2.59
612;sandy;Divisi Humas;Staff;2.75
613;agustian;Divisi Humas;Staff;3.25
614;nugraha;Divisi Humas;Staff;3.29
615;suryo;Divisi Humas;Staff;3.91
616;yusnita;Divisi Humas;Staff;3.93
617;magdalena;Divisi Humas;Staff;3.86
618;agustin;Divisi Humas;Staff;3.07
619;aisyah;Divisi Humas;Staff;3.09
620;helmi;Divisi Humas;Staff;2.84
621;raditya;Divisi Humas;Staff;2.79
622;indra;Divisi Humas;Staff;3.94
623;iin;Divisi Humas;Staff;2.5
624;wahyuningsih;Divisi Humas;Staff;2.51
625;sitanggang;Divisi Humas;Staff;2.73
626;mahendra;Divisi Humas;Staff;3.63
627;martha;Divisi Humas;Staff;3.42
628;syah;Divisi Humas;Staff;2.99
629;uswatun;Divisi Humas;Staff;3.7
630;anang;Divisi Humas;Staff;3.8
631;arief;Divisi Humas;Staff;3.14
632;tri;Divisi Humas;Staff;3.67
633;yohana;Divisi Humas;Staff;3.76
